,Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay,1005,1015,1016,1017,1032,1033,1034,1039,1042,1047,1050,1051,1052,1078,1080,40000,40006,1000,1014,1001
6562,6,0,1,1,Thursday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6563,1,2,22,5,Tuesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6564,2,0,6,2,Monday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6565,1,2,13,1,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6566,1,0,2,1,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6567,4,2,34,8,Saturday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6568,4,0,5,4,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6569,5,0,95,4,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6570,1,2,1,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6571,6,0,79,2,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6572,6,1,77,1,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6573,2,0,16,5,Wednesday,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6574,2,1,52,4,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6575,3,2,46,4,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6576,1,0,25,1,Tuesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6577,6,2,26,3,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
6578,6,0,8,2,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6579,1,2,70,1,Monday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6580,4,1,37,7,Saturday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6581,4,0,36,2,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6582,1,1,9,2,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001
6583,6,0,96,6,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6584,1,0,45,7,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001
6585,2,2,90,7,Sunday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6586,3,0,1,1,Thursday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6587,2,0,3,1,Monday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6588,1,1,19,4,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6589,1,1,3,1,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6590,6,2,6,1,Wednesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6591,5,0,0,2,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6592,1,0,94,2,Friday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6593,1,0,19,5,Monday,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6594,2,1,0,6,Wednesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6595,3,0,2,3,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6596,1,0,4,4,Saturday,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6597,5,1,4,2,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6598,6,1,7,5,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6599,6,0,0,5,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6600,6,0,0,1,Wednesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6601,1,0,50,3,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6602,2,1,98,2,Saturday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6603,1,0,2,2,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6604,6,1,96,8,Saturday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6605,2,1,1,2,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6606,2,0,6,2,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6607,3,1,2,1,Monday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6608,3,0,1,4,Saturday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6609,6,0,73,1,Wednesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
6610,5,2,18,5,Tuesday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6611,1,1,25,6,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
6612,1,2,78,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6613,1,1,88,3,Thursday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6614,1,0,90,5,Tuesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6615,5,0,35,1,Wednesday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6616,2,0,0,1,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6617,1,0,8,1,Friday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6618,2,0,1,1,Thursday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6619,1,0,66,2,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6620,2,1,25,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6621,1,2,15,1,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001
6622,1,0,61,5,Saturday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6623,6,2,3,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6624,4,0,0,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6625,4,0,2,1,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6626,1,2,14,1,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6627,1,0,0,3,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6628,2,1,64,5,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6629,4,1,38,8,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6630,5,0,20,1,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6631,3,2,61,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6632,3,1,8,7,Thursday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6633,1,0,53,1,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6634,1,2,33,3,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6635,2,1,23,6,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6636,4,2,17,4,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6637,1,0,33,4,Sunday,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6638,1,1,77,2,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6639,2,2,57,5,Thursday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6640,1,0,10,8,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6641,1,0,58,9,Friday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6642,1,0,75,4,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6643,5,2,11,7,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
6644,2,0,7,2,Tuesday,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
6645,1,0,80,7,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001
6646,1,2,9,7,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6647,2,0,80,1,Friday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6648,1,2,86,4,Thursday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6649,2,0,95,4,Monday,1.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6650,1,2,64,3,Sunday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6651,1,2,0,6,Wednesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6652,2,2,23,3,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6653,4,1,0,1,Monday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6654,5,1,80,1,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6655,1,2,0,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6656,1,2,13,1,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6657,2,0,1,2,Friday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6658,4,1,1,9,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6659,1,0,26,1,Sunday,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6660,3,2,18,2,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6661,6,1,33,1,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6662,4,0,61,1,Monday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6663,1,0,61,5,Saturday,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6664,2,0,21,1,Monday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6665,4,0,32,1,Wednesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6666,1,0,23,1,Saturday,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6667,6,0,70,1,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6668,2,0,86,3,Thursday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6669,3,2,0,7,Wednesday,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6670,1,1,97,3,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001
6671,2,0,9,2,Friday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001
6672,1,0,24,3,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,1.0001,0.0001
6673,1,2,2,2,Saturday,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6674,1,1,2,5,Tuesday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6675,1,0,34,6,Thursday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6676,4,1,53,9,Friday,0.0001,1.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6677,3,1,84,8,Saturday,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6678,2,0,10,4,Thursday,0.0001,0.0001,1.0001,0.0001,1.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6679,2,0,9,5,Saturday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
6680,1,0,0,1,Sunday,0.0001,0.0001,1.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0001,0.0001,0.0001
