,Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay,1005,1032,1033,1034,1039,1042,1047,1050,1051,1052,1078,1080,40000,40006,1000,1014,1001
6686,6,1,83,8,Monday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6687,2,0,53,4,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6688,3,0,0,7,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6689,5,0,25,3,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6690,3,0,21,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6691,2,1,7,3,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6692,1,0,7,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6693,2,0,28,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6694,5,2,0,1,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6695,5,0,2,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6696,1,1,21,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6697,6,0,14,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6698,6,0,14,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6699,2,2,38,9,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,2,2,2,5,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6701,5,0,3,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6702,4,1,22,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6703,2,0,64,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6704,5,1,70,9,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,5,0,92,5,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6706,1,0,3,4,Tuesday,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6707,2,2,77,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6708,5,0,5,1,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6709,6,1,49,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6710,5,2,13,1,Friday,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6711,4,1,9,9,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712,6,1,3,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6713,4,0,0,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6714,1,0,37,1,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6715,1,0,6,2,Monday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6716,3,1,52,4,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6717,2,0,1,7,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6718,4,1,2,8,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6719,3,0,45,5,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
6720,2,0,1,4,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6721,1,1,8,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6722,1,0,79,2,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6723,1,0,34,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6724,2,0,80,5,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6725,4,0,57,6,Wednesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6726,1,1,6,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6727,1,0,90,3,Friday,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,1,0,11,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6729,3,2,58,6,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6730,4,1,6,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6731,2,0,4,7,Sunday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6732,2,0,72,8,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6733,6,0,14,8,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6734,2,2,33,7,Saturday,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6735,2,0,5,3,Tuesday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6736,1,2,8,4,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6737,5,1,56,1,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6738,6,1,19,3,Saturday,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
6739,1,1,1,8,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6740,2,0,1,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6741,2,0,70,9,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6742,1,0,61,6,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6743,1,1,94,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6744,1,0,81,1,Monday,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
6745,1,1,35,2,Friday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6746,1,1,37,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6747,1,1,31,1,Friday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6748,4,0,33,2,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6749,1,0,64,1,Saturday,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6750,2,1,82,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6751,6,2,32,9,Sunday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,5,0,53,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6753,4,0,0,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6754,1,1,41,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6755,5,0,86,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6756,1,1,46,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6757,3,1,3,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6758,6,0,19,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6759,2,0,0,5,Tuesday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6760,6,2,50,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6761,2,2,2,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6762,1,0,30,1,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6763,2,1,76,7,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6764,1,1,79,5,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6765,1,0,19,1,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6766,3,2,60,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6767,2,0,80,1,Friday,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6768,1,0,4,4,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6769,3,0,27,4,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6770,1,2,28,2,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6771,6,0,40,2,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6772,2,0,12,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6773,6,0,3,6,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6774,6,0,7,7,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6775,1,0,23,3,Sunday,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6776,4,0,2,3,Sunday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6777,1,0,63,2,Sunday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6778,2,0,84,3,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6779,4,2,43,9,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6780,4,0,68,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6781,2,1,54,1,Friday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6782,4,0,59,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6783,2,0,68,5,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6784,3,2,10,1,Wednesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6785,1,1,72,3,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,5,2,68,4,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6787,4,0,65,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6788,6,1,30,2,Saturday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6789,2,0,71,1,Tuesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6790,5,2,67,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6791,2,1,69,4,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6792,2,1,1,6,Wednesday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6793,4,0,20,8,Sunday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,1,1,49,4,Friday,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
6795,3,0,21,3,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6796,6,0,73,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6797,3,1,34,3,Friday,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6798,1,1,63,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6799,5,0,21,7,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6800,3,0,48,5,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6801,1,0,19,7,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6802,1,2,3,4,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6803,6,0,9,1,Sunday,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6804,1,1,26,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6805,4,1,30,8,Wednesday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6806,6,0,0,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807,3,0,6,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6808,1,0,60,1,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6809,3,1,7,9,Saturday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6810,1,2,28,3,Saturday,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6811,2,0,68,7,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6812,6,0,38,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6813,1,2,23,6,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6814,6,0,48,7,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,1,2,62,4,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6816,1,0,18,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6817,3,0,48,7,Wednesday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6818,4,2,15,3,Monday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6819,1,1,5,8,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6820,3,0,20,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6821,6,1,73,4,Saturday,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
6822,2,0,6,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6823,2,2,52,2,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6824,1,2,18,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6825,2,2,0,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6826,1,0,16,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6827,1,1,100,9,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6828,1,2,1,1,Tuesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6829,1,0,25,3,Wednesday,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6830,3,1,13,9,Saturday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6831,5,0,79,5,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6832,3,0,22,1,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6833,2,0,58,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6834,3,2,1,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6835,4,0,63,1,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6836,1,0,75,7,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6837,1,2,26,9,Saturday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6838,6,1,81,9,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,2,0,64,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6840,1,0,3,2,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,5,0,21,2,Monday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6842,5,0,20,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6843,1,1,95,2,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6844,1,0,5,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6845,1,2,0,6,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,2,1,60,3,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6847,4,2,37,3,Tuesday,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6848,6,0,46,2,Sunday,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6849,5,0,3,9,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6850,2,2,34,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6851,1,1,8,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6852,5,1,92,4,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,3,0,4,9,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,2,0,0,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6855,5,2,68,3,Saturday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6856,1,1,93,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6857,5,0,19,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6858,5,2,62,1,Monday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,2,2,89,6,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6860,2,1,96,2,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6861,2,1,22,6,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6862,3,2,88,3,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6863,2,1,53,2,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6864,4,0,87,5,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6865,3,0,3,7,Sunday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6866,2,1,8,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6867,3,0,98,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6868,5,0,52,1,Friday,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6869,2,0,34,9,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6870,6,0,7,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6871,5,2,1,5,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6872,1,2,71,2,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6873,4,0,95,6,Sunday,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6874,1,1,10,2,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6875,6,0,0,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6876,3,0,73,1,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6877,3,2,25,2,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6878,2,2,86,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6879,6,0,54,3,Monday,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6880,5,2,0,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6881,4,0,2,9,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6882,1,0,0,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6883,2,0,14,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6884,1,0,45,1,Monday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6885,2,2,39,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6886,2,2,33,1,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6887,4,1,6,8,Wednesday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6888,1,0,15,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6889,1,1,0,9,Sunday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6890,4,2,0,3,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6891,6,2,30,3,Thursday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6892,2,0,7,4,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6893,4,1,32,5,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6894,1,1,83,4,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6895,5,2,75,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6896,1,0,45,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6897,1,0,18,4,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6898,2,0,0,2,Thursday,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
6899,1,0,0,6,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,4,0,0,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,1,0,17,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,4,0,34,1,Monday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6903,5,0,31,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,2,2,58,3,Thursday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6905,3,1,0,4,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6906,3,0,100,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6907,1,2,29,2,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6908,2,2,65,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6909,2,1,62,1,Thursday,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6910,5,0,81,6,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,4,0,0,6,Thursday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6912,4,0,84,6,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6913,4,2,6,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6914,3,2,2,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6915,2,1,14,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,1,0,68,2,Monday,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6917,1,0,12,3,Thursday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6918,4,0,14,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6919,5,0,19,9,Wednesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,1,0,37,7,Sunday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6921,5,0,58,2,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6922,5,1,6,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,5,0,5,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6924,3,0,5,2,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6925,6,0,75,8,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6926,1,2,85,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6927,2,0,24,1,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6928,1,1,53,8,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6929,3,0,30,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,1,0,49,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6931,6,1,73,8,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6932,1,2,11,5,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6933,2,0,37,4,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6934,6,1,3,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,2,1,100,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6936,3,1,40,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6937,2,1,0,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,6,0,2,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,4,1,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6940,1,1,31,4,Tuesday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6941,3,1,1,4,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6942,1,2,97,7,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,2,2,65,2,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6944,2,0,10,4,Wednesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,2,2,7,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,4,0,18,2,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6947,2,1,37,2,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6948,1,0,26,1,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6949,4,0,5,4,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6950,5,1,76,3,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951,2,0,34,2,Thursday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6952,2,1,0,4,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6953,6,2,37,3,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6954,4,1,66,2,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6955,1,0,89,1,Monday,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6956,5,0,62,3,Wednesday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6957,2,1,1,1,Saturday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6958,6,0,57,1,Tuesday,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6959,1,2,98,5,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6960,1,0,1,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6961,3,0,12,2,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6962,3,0,0,2,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6963,1,2,0,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
