ArrivalDate-Weekday;Arrival-Month;LeadDays;channel-id;lang-id
SUNDAY   ;12;42;6;1
FRIDAY   ;12;51;6;1
SATURDAY ;11;24;6;1
MONDAY   ;7;49;6;1
WEDNESDAY;3;32;6;1
TUESDAY  ;12;57;6;1
SUNDAY   ;7;47;6;1
TUESDAY  ;7;43;6;1
SUNDAY   ;8;10;6;1
MONDAY   ;9;30;6;1
FRIDAY   ;9;26;6;1
TUESDAY  ;10;23;6;1
FRIDAY   ;3;1;6;1
FRIDAY   ;4;2;6;1
SUNDAY   ;7;44;6;1
SATURDAY ;4;33;6;1
SUNDAY   ;4;4;6;1
TUESDAY  ;9;4;6;1
FRIDAY   ;4;30;6;1
THURSDAY ;6;43;6;1
SUNDAY   ;7;42;6;1
SATURDAY ;8;116;6;1
SUNDAY   ;7;34;6;1
THURSDAY ;5;3;7;1
SATURDAY ;6;44;6;1
TUESDAY  ;10;1;7;1
FRIDAY   ;2;3;13;1
SUNDAY   ;6;36;6;1
SUNDAY   ;7;20;7;1
SATURDAY ;4;131;7;1
SUNDAY   ;12;130;6;1
WEDNESDAY;10;20;7;1
FRIDAY   ;6;36;7;1
WEDNESDAY;6;2;7;1
WEDNESDAY;9;0;7;1
THURSDAY ;6;1;6;1
SUNDAY   ;2;3;7;1
WEDNESDAY;4;14;7;1
WEDNESDAY;1;7;7;1
WEDNESDAY;9;16;7;1
MONDAY   ;8;160;6;1
WEDNESDAY;8;2;7;1
FRIDAY   ;2;9;7;1
SUNDAY   ;5;30;6;1
MONDAY   ;1;4;7;1
TUESDAY  ;7;4;7;1
MONDAY   ;3;5;7;1
MONDAY   ;5;11;6;1
SUNDAY   ;4;15;6;1
FRIDAY   ;8;117;6;1
MONDAY   ;10;3;13;1
MONDAY   ;8;12;6;1
THURSDAY ;3;3;7;1
FRIDAY   ;8;29;6;1
SATURDAY ;7;36;7;1
FRIDAY   ;5;12;6;1
MONDAY   ;4;0;6;1
WEDNESDAY;1;0;7;1
MONDAY   ;4;7;7;1
SATURDAY ;2;0;6;1
MONDAY   ;8;57;7;1
TUESDAY  ;5;28;6;1
THURSDAY ;8;21;6;1
FRIDAY   ;4;23;7;1
MONDAY   ;3;19;7;1
TUESDAY  ;5;1;13;1
SUNDAY   ;5;3;7;1
SUNDAY   ;7;5;7;1
THURSDAY ;1;27;7;1
WEDNESDAY;5;7;13;1
SATURDAY ;10;10;7;1
THURSDAY ;6;1;13;1
THURSDAY ;6;2;6;1
FRIDAY   ;1;23;7;1
SATURDAY ;9;359;7;1
SUNDAY   ;9;11;7;1
WEDNESDAY;5;1;6;1
FRIDAY   ;2;8;7;1
MONDAY   ;10;19;13;1
MONDAY   ;7;35;6;1
FRIDAY   ;10;31;7;1
WEDNESDAY;5;5;6;1
SATURDAY ;8;30;7;1
TUESDAY  ;9;126;7;1
THURSDAY ;3;29;13;1
FRIDAY   ;9;26;6;1
FRIDAY   ;7;2;7;1
SUNDAY   ;6;3;6;1
FRIDAY   ;10;0;7;1
WEDNESDAY;5;32;6;1
MONDAY   ;10;7;7;1
SATURDAY ;7;26;7;1
THURSDAY ;5;78;6;1
SATURDAY ;7;26;7;1
THURSDAY ;3;23;6;1
FRIDAY   ;5;30;6;1
SUNDAY   ;7;26;6;1
THURSDAY ;5;7;13;1
WEDNESDAY;5;7;7;1
SUNDAY   ;3;12;7;1
SATURDAY ;2;9;7;1
FRIDAY   ;9;12;6;1
SATURDAY ;3;65;7;1
THURSDAY ;3;4;7;1
THURSDAY ;2;8;7;1
THURSDAY ;7;29;6;1
FRIDAY   ;9;10;7;1
WEDNESDAY;11;0;7;1
TUESDAY  ;1;28;7;1
TUESDAY  ;9;32;13;1
TUESDAY  ;4;4;6;1
WEDNESDAY;5;6;6;1
THURSDAY ;7;2;7;1
FRIDAY   ;6;0;6;1
WEDNESDAY;9;28;6;1
WEDNESDAY;4;14;7;1
MONDAY   ;9;31;13;1
SUNDAY   ;2;36;6;1
FRIDAY   ;5;38;6;1
WEDNESDAY;1;2;7;1
WEDNESDAY;9;65;6;1
THURSDAY ;1;6;7;1
FRIDAY   ;8;25;6;1
TUESDAY  ;5;8;6;1
FRIDAY   ;7;11;7;1
TUESDAY  ;1;0;7;1
TUESDAY  ;6;4;13;1
SUNDAY   ;2;3;7;1
SUNDAY   ;12;144;7;1
MONDAY   ;6;45;7;1
THURSDAY ;5;76;6;1
TUESDAY  ;2;5;7;1
MONDAY   ;5;0;7;1
WEDNESDAY;8;47;7;1
FRIDAY   ;4;39;7;1
SUNDAY   ;6;12;7;1
SATURDAY ;10;126;6;1
THURSDAY ;9;8;7;1
MONDAY   ;1;32;7;1
SATURDAY ;4;0;6;1
SATURDAY ;5;1;6;1
MONDAY   ;8;14;7;1
FRIDAY   ;4;33;6;1
TUESDAY  ;3;19;6;1
SUNDAY   ;3;15;13;1
WEDNESDAY;1;6;7;1
FRIDAY   ;1;0;7;1
TUESDAY  ;9;60;7;1
MONDAY   ;3;6;7;1
THURSDAY ;8;1;6;1
MONDAY   ;3;3;6;1
THURSDAY ;8;22;6;1
FRIDAY   ;10;17;7;1
TUESDAY  ;8;19;6;1
TUESDAY  ;9;43;13;1
TUESDAY  ;7;6;7;1
SATURDAY ;5;43;13;1
SATURDAY ;7;31;7;1
FRIDAY   ;6;0;7;1
TUESDAY  ;1;0;7;1
WEDNESDAY;3;1;6;1
FRIDAY   ;7;77;7;1
SATURDAY ;5;1;7;1
TUESDAY  ;2;5;7;1
TUESDAY  ;4;32;7;1
WEDNESDAY;1;9;7;1
SUNDAY   ;9;0;7;1
TUESDAY  ;4;7;6;1
SATURDAY ;3;25;7;1
SATURDAY ;4;17;6;1
MONDAY   ;9;25;6;1
TUESDAY  ;1;12;7;1
FRIDAY   ;10;15;7;1
SUNDAY   ;6;87;6;1
MONDAY   ;9;28;13;1
MONDAY   ;4;9;6;1
SATURDAY ;9;33;6;1
FRIDAY   ;4;23;7;1
WEDNESDAY;8;55;6;1
THURSDAY ;6;6;6;1
MONDAY   ;7;14;7;1
MONDAY   ;6;0;7;1
SATURDAY ;10;41;7;1
TUESDAY  ;5;8;7;1
TUESDAY  ;2;5;7;1
SATURDAY ;2;33;6;1
FRIDAY   ;7;11;7;1
MONDAY   ;1;48;7;1
MONDAY   ;5;3;6;1
SATURDAY ;10;74;13;1
WEDNESDAY;7;14;7;1
SUNDAY   ;7;80;6;1
SATURDAY ;2;79;7;1
TUESDAY  ;7;20;7;1
FRIDAY   ;8;11;7;1
TUESDAY  ;8;5;7;1
WEDNESDAY;9;23;7;1
TUESDAY  ;10;89;7;1
FRIDAY   ;9;6;6;1
TUESDAY  ;10;18;6;1
FRIDAY   ;2;9;7;1
FRIDAY   ;5;37;6;1
TUESDAY  ;5;15;13;1
THURSDAY ;8;10;6;1
THURSDAY ;2;181;7;1
SATURDAY ;7;23;7;1
WEDNESDAY;8;51;6;1
FRIDAY   ;2;9;7;1
THURSDAY ;1;3;7;1
THURSDAY ;10;20;6;1
WEDNESDAY;10;104;6;1
TUESDAY  ;4;7;13;1
TUESDAY  ;6;46;7;1
TUESDAY  ;10;19;6;1
SATURDAY ;6;57;6;1
MONDAY   ;10;52;6;1
TUESDAY  ;2;33;7;1
SATURDAY ;10;7;6;1
FRIDAY   ;7;0;7;1
THURSDAY ;3;1;6;1
WEDNESDAY;10;2;7;1
MONDAY   ;8;3;7;1
TUESDAY  ;5;47;6;1
SUNDAY   ;5;0;6;1
MONDAY   ;7;17;13;1
MONDAY   ;8;3;7;1
TUESDAY  ;6;38;7;1
WEDNESDAY;10;14;13;1
SATURDAY ;3;60;7;1
SATURDAY ;4;48;6;1
TUESDAY  ;6;36;13;1
THURSDAY ;8;156;6;1
FRIDAY   ;7;59;6;1
SATURDAY ;9;8;7;1
THURSDAY ;4;23;7;1
THURSDAY ;2;6;6;1
FRIDAY   ;5;2;7;1
SUNDAY   ;6;3;7;1
TUESDAY  ;6;0;6;1
TUESDAY  ;7;50;6;1
WEDNESDAY;4;15;7;1
WEDNESDAY;5;34;6;1
THURSDAY ;2;113;7;1
WEDNESDAY;7;112;7;1
SUNDAY   ;3;17;7;1
FRIDAY   ;10;15;7;1
TUESDAY  ;10;121;6;1
FRIDAY   ;10;100;7;1
THURSDAY ;7;1;7;1
SUNDAY   ;7;11;13;1
SUNDAY   ;4;2;7;1
WEDNESDAY;8;148;6;1
FRIDAY   ;5;37;6;1
SUNDAY   ;12;68;7;1
MONDAY   ;5;40;6;1
TUESDAY  ;2;19;13;1
TUESDAY  ;9;56;7;1
THURSDAY ;1;1;7;1
FRIDAY   ;7;1;6;1
MONDAY   ;10;0;7;1
THURSDAY ;7;1;7;1
TUESDAY  ;8;4;7;1
SATURDAY ;3;24;6;1
TUESDAY  ;5;0;7;1
THURSDAY ;1;24;7;1
WEDNESDAY;1;1;7;1
TUESDAY  ;5;8;7;1
FRIDAY   ;9;52;6;1
FRIDAY   ;3;0;7;1
SUNDAY   ;10;11;6;1
SUNDAY   ;10;132;6;1
WEDNESDAY;1;0;7;1
FRIDAY   ;4;23;7;1
WEDNESDAY;4;8;7;1
MONDAY   ;2;4;7;1
THURSDAY ;5;78;13;1
FRIDAY   ;1;9;7;1
WEDNESDAY;1;1;7;1
WEDNESDAY;10;21;13;1
SUNDAY   ;7;0;7;1
TUESDAY  ;9;28;13;1
WEDNESDAY;8;4;7;1
FRIDAY   ;9;16;7;1
WEDNESDAY;7;9;7;1
WEDNESDAY;8;0;7;1
TUESDAY  ;8;73;6;1
FRIDAY   ;2;9;7;1
FRIDAY   ;3;5;6;1
WEDNESDAY;3;0;6;1
THURSDAY ;6;87;6;1
SUNDAY   ;3;4;13;1
FRIDAY   ;5;30;7;1
SUNDAY   ;3;16;13;1
WEDNESDAY;7;9;13;1
THURSDAY ;9;28;7;1
MONDAY   ;3;32;13;1
TUESDAY  ;4;14;7;1
MONDAY   ;6;57;6;1
THURSDAY ;9;2;6;1
SUNDAY   ;3;31;7;1
SATURDAY ;5;42;6;1
SUNDAY   ;3;3;13;1
MONDAY   ;4;7;13;1
SATURDAY ;6;114;7;1
MONDAY   ;1;34;7;1
SUNDAY   ;7;32;7;1
SUNDAY   ;4;26;7;1
MONDAY   ;4;24;7;1
SATURDAY ;9;14;7;1
THURSDAY ;4;1;7;1
SUNDAY   ;8;1;7;1
THURSDAY ;10;1;7;1
MONDAY   ;8;1;7;1
SUNDAY   ;6;17;13;1
FRIDAY   ;6;15;7;1
SUNDAY   ;7;87;6;1
MONDAY   ;5;5;6;1
THURSDAY ;8;9;7;1
MONDAY   ;10;48;3;1
SATURDAY ;6;0;7;1
MONDAY   ;6;14;7;1
SUNDAY   ;1;22;7;1
FRIDAY   ;8;28;7;1
MONDAY   ;4;73;6;1
TUESDAY  ;5;0;7;1
MONDAY   ;6;6;7;1
TUESDAY  ;5;8;7;1
WEDNESDAY;5;1;7;1
TUESDAY  ;7;16;6;1
SUNDAY   ;6;37;13;1
THURSDAY ;6;57;6;1
TUESDAY  ;5;28;6;1
MONDAY   ;5;5;7;1
SATURDAY ;7;17;6;1
TUESDAY  ;4;5;6;1
SATURDAY ;6;57;6;1
MONDAY   ;8;102;6;1
FRIDAY   ;9;6;6;1
SUNDAY   ;7;74;7;1
THURSDAY ;3;3;7;1
MONDAY   ;10;23;7;1
TUESDAY  ;1;35;7;1
SUNDAY   ;3;0;7;1
WEDNESDAY;1;4;7;1
MONDAY   ;1;67;7;1
MONDAY   ;5;32;13;1
SUNDAY   ;3;12;7;1
WEDNESDAY;4;8;7;1
THURSDAY ;5;25;6;1
MONDAY   ;2;59;13;1
MONDAY   ;9;12;7;1
MONDAY   ;2;31;7;1
WEDNESDAY;9;27;7;1
SATURDAY ;1;37;7;1
THURSDAY ;10;1;6;1
TUESDAY  ;6;34;6;1
TUESDAY  ;4;12;7;1
SUNDAY   ;7;83;6;1
WEDNESDAY;1;0;7;1
SATURDAY ;5;1;6;1
MONDAY   ;3;6;13;1
SATURDAY ;2;8;6;1
SATURDAY ;8;30;7;1
FRIDAY   ;9;26;6;1
SATURDAY ;6;59;6;1
FRIDAY   ;3;15;6;1
TUESDAY  ;3;1;7;1
MONDAY   ;7;0;7;1
MONDAY   ;5;14;13;1
MONDAY   ;10;21;7;1
FRIDAY   ;6;18;7;1
FRIDAY   ;8;29;7;1
MONDAY   ;6;13;7;1
FRIDAY   ;3;1;6;1
FRIDAY   ;8;0;7;1
WEDNESDAY;5;55;6;1
SUNDAY   ;3;19;13;1
SUNDAY   ;9;18;13;1
THURSDAY ;3;62;13;1
SUNDAY   ;1;1;7;1
THURSDAY ;4;41;6;1
FRIDAY   ;2;3;7;1
THURSDAY ;5;27;7;1
MONDAY   ;8;0;6;1
WEDNESDAY;4;15;7;1
MONDAY   ;7;12;13;1
SUNDAY   ;5;4;7;1
FRIDAY   ;8;3;7;1
FRIDAY   ;3;0;7;1
TUESDAY  ;5;8;7;1
SATURDAY ;2;2;7;1
SATURDAY ;12;72;6;1
FRIDAY   ;3;5;6;1
SUNDAY   ;1;33;7;1
THURSDAY ;6;7;6;1
SUNDAY   ;8;9;6;1
SUNDAY   ;6;2;7;1
TUESDAY  ;6;28;13;1
FRIDAY   ;3;0;7;1
THURSDAY ;10;8;7;1
WEDNESDAY;10;5;7;1
WEDNESDAY;9;9;7;1
SUNDAY   ;9;6;7;1
SATURDAY ;10;23;6;1
SATURDAY ;6;11;7;1
FRIDAY   ;7;50;6;1
FRIDAY   ;10;80;7;1
THURSDAY ;6;61;6;1
TUESDAY  ;2;0;6;1
WEDNESDAY;6;2;6;1
TUESDAY  ;8;61;6;1
MONDAY   ;8;33;7;1
FRIDAY   ;4;108;6;1
MONDAY   ;4;0;6;1
THURSDAY ;10;8;7;1
MONDAY   ;5;40;6;1
FRIDAY   ;7;4;7;1
MONDAY   ;2;61;7;1
MONDAY   ;4;0;7;1
SUNDAY   ;10;27;6;1
SATURDAY ;11;147;6;1
FRIDAY   ;5;4;7;1
MONDAY   ;4;73;6;1
WEDNESDAY;9;67;6;1
MONDAY   ;6;0;7;1
THURSDAY ;10;37;7;1
SATURDAY ;5;56;6;1
MONDAY   ;3;5;6;1
WEDNESDAY;8;18;6;1
SUNDAY   ;1;23;7;1
SATURDAY ;9;131;6;1
SUNDAY   ;8;12;7;1
TUESDAY  ;5;4;13;1
MONDAY   ;4;0;7;1
SATURDAY ;1;32;7;1
SUNDAY   ;3;3;7;1
WEDNESDAY;4;15;7;1
TUESDAY  ;6;53;7;1
THURSDAY ;4;17;7;1
FRIDAY   ;3;14;7;1
TUESDAY  ;2;22;7;1
TUESDAY  ;7;1;7;1
TUESDAY  ;5;2;6;1
THURSDAY ;5;7;13;1
SATURDAY ;4;0;6;1
WEDNESDAY;3;40;7;1
SATURDAY ;4;16;7;1
SATURDAY ;6;82;7;1
SUNDAY   ;7;3;7;1
SATURDAY ;3;3;7;1
FRIDAY   ;1;2;7;1
WEDNESDAY;1;13;7;1
TUESDAY  ;5;8;7;1
TUESDAY  ;6;140;6;1
SUNDAY   ;3;45;7;1
WEDNESDAY;10;1;6;1
SATURDAY ;10;138;6;1
SATURDAY ;7;0;7;1
WEDNESDAY;1;97;7;1
MONDAY   ;6;0;7;1
SATURDAY ;2;1;6;1
TUESDAY  ;1;15;7;1
MONDAY   ;7;73;7;1
SATURDAY ;2;9;7;1
MONDAY   ;7;7;6;1
TUESDAY  ;11;13;1;3
WEDNESDAY;1;41;1;1
THURSDAY ;1;0;13;1
SATURDAY ;2;19;1;1
TUESDAY  ;2;11;13;1
TUESDAY  ;2;7;13;1
WEDNESDAY;3;261;13;1
TUESDAY  ;2;19;13;1
TUESDAY  ;3;35;13;1
SUNDAY   ;9;254;13;1
SATURDAY ;2;5;1;1
TUESDAY  ;6;47;1;1
WEDNESDAY;5;56;1;1
FRIDAY   ;5;50;1;1
TUESDAY  ;6;26;1;1
SATURDAY ;9;3;12;1
TUESDAY  ;9;1;1;1
WEDNESDAY;10;23;1;1
WEDNESDAY;7;1;1;1
MONDAY   ;8;39;1;1
WEDNESDAY;9;42;1;1
TUESDAY  ;10;6;1;3
WEDNESDAY;4;15;1;1
FRIDAY   ;3;34;12;1
TUESDAY  ;10;0;6;1
SATURDAY ;1;138;6;1
TUESDAY  ;1;82;6;1
WEDNESDAY;1;91;6;1
WEDNESDAY;1;50;6;1
WEDNESDAY;1;55;6;1
MONDAY   ;1;26;6;1
MONDAY   ;1;28;6;1
TUESDAY  ;1;19;6;1
FRIDAY   ;1;29;6;1
SATURDAY ;1;23;6;1
SUNDAY   ;1;27;6;1
MONDAY   ;1;26;6;1
FRIDAY   ;1;8;6;1
SUNDAY   ;2;31;6;1
SATURDAY ;1;16;6;1
SATURDAY ;1;0;6;1
WEDNESDAY;1;8;6;1
THURSDAY ;1;9;6;1
SUNDAY   ;2;31;6;1
TUESDAY  ;1;17;6;1
SATURDAY ;1;6;6;1
SATURDAY ;1;3;6;1
TUESDAY  ;1;5;6;1
FRIDAY   ;1;0;6;1
FRIDAY   ;1;0;6;1
FRIDAY   ;1;0;6;1
WEDNESDAY;1;1;6;1
TUESDAY  ;1;2;6;1
FRIDAY   ;2;10;6;1
TUESDAY  ;2;6;6;1
SATURDAY ;4;278;6;1
WEDNESDAY;2;216;6;1
SATURDAY ;2;109;6;1
MONDAY   ;2;32;13;1
TUESDAY  ;2;22;6;1
SATURDAY ;2;30;6;1
FRIDAY   ;2;17;6;1
THURSDAY ;3;58;6;1
WEDNESDAY;2;22;6;1
MONDAY   ;2;12;6;1
TUESDAY  ;2;19;13;1
SUNDAY   ;7;218;6;1
WEDNESDAY;5;6;13;1
FRIDAY   ;12;103;6;1
MONDAY   ;4;2;6;1
SUNDAY   ;7;40;6;1
SUNDAY   ;5;31;6;1
THURSDAY ;11;24;6;1
SATURDAY ;9;2;6;1
THURSDAY ;5;42;6;1
THURSDAY ;9;8;6;1
THURSDAY ;6;9;6;1
MONDAY   ;9;8;6;1
SUNDAY   ;6;43;6;1
FRIDAY   ;5;20;6;1
TUESDAY  ;10;28;6;1
MONDAY   ;5;4;6;1
MONDAY   ;4;19;6;1
SATURDAY ;6;9;6;1
WEDNESDAY;9;31;6;1
SATURDAY ;6;5;6;1
WEDNESDAY;11;24;6;1
SATURDAY ;12;83;6;1
THURSDAY ;9;46;6;1
SUNDAY   ;10;10;6;1
TUESDAY  ;10;12;6;1
SUNDAY   ;7;24;6;1
SATURDAY ;11;45;6;1
WEDNESDAY;12;105;6;1
SUNDAY   ;6;23;6;1
SUNDAY   ;4;3;6;1
SATURDAY ;10;21;6;1
THURSDAY ;8;85;6;1
WEDNESDAY;5;16;6;1
THURSDAY ;8;8;6;1
THURSDAY ;7;0;6;1
TUESDAY  ;10;44;6;1
MONDAY   ;8;5;6;1
TUESDAY  ;8;23;6;1
MONDAY   ;6;6;6;1
SATURDAY ;6;16;6;1
TUESDAY  ;12;51;6;1
MONDAY   ;11;15;6;1
MONDAY   ;12;12;6;1
WEDNESDAY;10;0;7;1
WEDNESDAY;12;51;6;1
TUESDAY  ;11;6;7;1
SATURDAY ;12;45;6;1
MONDAY   ;12;44;6;1
TUESDAY  ;11;4;7;1
TUESDAY  ;11;4;7;1
WEDNESDAY;12;118;6;1
MONDAY   ;12;6;13;1
SUNDAY   ;11;10;6;1
MONDAY   ;12;9;6;1
THURSDAY ;11;14;6;1
WEDNESDAY;12;19;6;1
WEDNESDAY;11;1;6;1
MONDAY   ;12;38;6;1
SATURDAY ;11;12;6;1
MONDAY   ;12;4;7;1
SATURDAY ;12;31;1;1
MONDAY   ;12;30;6;1
FRIDAY   ;12;65;6;1
WEDNESDAY;12;0;7;1
FRIDAY   ;12;31;6;1
WEDNESDAY;12;96;7;1
SUNDAY   ;11;67;7;1
THURSDAY ;12;47;6;1
WEDNESDAY;12;40;6;1
SUNDAY   ;12;32;6;1
SUNDAY   ;11;67;7;1
FRIDAY   ;8;1;6;1
FRIDAY   ;5;16;6;1
FRIDAY   ;4;46;6;1
WEDNESDAY;8;1;6;1
THURSDAY ;10;8;6;1
WEDNESDAY;6;26;6;1
SATURDAY ;9;0;6;1
THURSDAY ;3;71;6;1
WEDNESDAY;1;1;7;1
SATURDAY ;9;82;6;1
SATURDAY ;5;8;6;1
FRIDAY   ;6;1;6;1
THURSDAY ;5;6;6;1
MONDAY   ;5;202;7;1
SATURDAY ;3;25;6;1
WEDNESDAY;10;2;6;1
FRIDAY   ;9;65;6;1
SATURDAY ;5;2;6;1
MONDAY   ;9;1;6;1
SATURDAY ;7;1;6;1
TUESDAY  ;5;5;6;1
SATURDAY ;8;1;6;1
FRIDAY   ;7;8;6;1
WEDNESDAY;10;36;6;1
MONDAY   ;8;0;6;1
MONDAY   ;1;6;7;1
SATURDAY ;12;95;6;1
MONDAY   ;6;14;13;1
THURSDAY ;1;2;7;1
THURSDAY ;5;56;6;1
MONDAY   ;7;10;6;1
FRIDAY   ;6;41;6;1
MONDAY   ;7;1;6;1
FRIDAY   ;7;2;6;1
THURSDAY ;6;10;6;1
SATURDAY ;3;68;7;1
SUNDAY   ;9;12;6;1
THURSDAY ;4;0;6;1
WEDNESDAY;10;2;6;1
WEDNESDAY;6;4;13;1
MONDAY   ;9;21;6;1
THURSDAY ;5;62;6;1
SUNDAY   ;5;10;6;1
SATURDAY ;3;6;6;1
TUESDAY  ;9;42;6;1
SUNDAY   ;7;21;6;1
TUESDAY  ;8;19;6;1
FRIDAY   ;4;64;6;1
MONDAY   ;6;18;13;1
SATURDAY ;3;3;6;1
THURSDAY ;10;23;6;1
TUESDAY  ;11;51;6;1
THURSDAY ;10;2;6;1
SUNDAY   ;3;33;7;1
WEDNESDAY;3;2;6;1
THURSDAY ;8;5;6;1
WEDNESDAY;3;1;6;1
TUESDAY  ;1;0;7;1
FRIDAY   ;3;7;6;1
SATURDAY ;9;233;1;1
SUNDAY   ;12;90;6;1
THURSDAY ;10;16;6;1
THURSDAY ;9;28;6;1
THURSDAY ;10;2;6;1
MONDAY   ;8;1;6;1
THURSDAY ;11;40;6;1
THURSDAY ;11;38;6;1
SATURDAY ;6;76;6;1
WEDNESDAY;10;21;6;1
FRIDAY   ;6;23;6;1
FRIDAY   ;6;68;6;1
SATURDAY ;8;20;6;1
SUNDAY   ;5;70;6;1
MONDAY   ;5;1;6;1
TUESDAY  ;9;68;6;1
TUESDAY  ;1;32;7;1
WEDNESDAY;1;2;7;1
THURSDAY ;3;6;6;1
SUNDAY   ;9;47;6;1
WEDNESDAY;9;349;6;1
MONDAY   ;10;50;6;1
MONDAY   ;7;8;6;1
TUESDAY  ;5;25;13;1
WEDNESDAY;9;0;6;1
THURSDAY ;10;12;6;1
SATURDAY ;4;16;6;1
MONDAY   ;9;40;6;1
FRIDAY   ;6;77;6;1
SATURDAY ;5;1;6;1
THURSDAY ;8;47;6;1
THURSDAY ;5;5;6;1
THURSDAY ;3;40;6;1
SUNDAY   ;1;2;7;1
FRIDAY   ;7;1;6;1
WEDNESDAY;6;2;7;1
THURSDAY ;1;9;7;1
MONDAY   ;1;0;7;1
MONDAY   ;9;18;6;1
FRIDAY   ;3;6;6;1
SATURDAY ;2;108;7;1
FRIDAY   ;1;1;7;1
SUNDAY   ;5;12;6;1
SUNDAY   ;5;53;6;1
SUNDAY   ;4;26;6;1
SATURDAY ;3;0;6;1
MONDAY   ;10;15;6;1
TUESDAY  ;9;19;6;1
MONDAY   ;5;14;6;1
WEDNESDAY;8;14;13;1
WEDNESDAY;3;16;6;1
FRIDAY   ;9;59;13;1
FRIDAY   ;8;4;7;1
WEDNESDAY;9;65;6;1
WEDNESDAY;10;26;6;1
THURSDAY ;10;16;6;1
WEDNESDAY;9;198;6;1
WEDNESDAY;7;7;6;1
THURSDAY ;6;9;6;1
SATURDAY ;6;2;6;1
MONDAY   ;4;27;6;1
WEDNESDAY;6;8;6;1
THURSDAY ;2;4;6;1
THURSDAY ;10;47;6;1
MONDAY   ;9;73;6;1
WEDNESDAY;7;5;6;1
MONDAY   ;8;3;6;1
THURSDAY ;2;1;6;1
MONDAY   ;8;1;6;1
THURSDAY ;5;10;6;1
WEDNESDAY;9;34;6;1
TUESDAY  ;7;1;6;1
THURSDAY ;9;31;13;1
FRIDAY   ;7;1;6;1
TUESDAY  ;10;9;6;1
MONDAY   ;6;19;6;1
THURSDAY ;8;15;6;1
THURSDAY ;3;34;6;1
TUESDAY  ;10;21;6;1
SATURDAY ;7;10;6;1
SATURDAY ;4;8;6;1
MONDAY   ;6;43;6;1
SATURDAY ;3;130;6;1
WEDNESDAY;3;0;6;1
MONDAY   ;1;11;7;1
THURSDAY ;4;0;7;1
MONDAY   ;12;100;7;1
FRIDAY   ;2;1;6;1
SATURDAY ;6;9;6;1
SATURDAY ;9;32;6;1
SATURDAY ;6;12;6;1
TUESDAY  ;6;5;13;1
MONDAY   ;9;45;6;1
SATURDAY ;5;0;6;1
THURSDAY ;3;0;6;1
THURSDAY ;7;29;6;1
WEDNESDAY;9;27;6;1
THURSDAY ;8;18;6;1
FRIDAY   ;5;10;6;1
MONDAY   ;10;7;6;1
THURSDAY ;3;40;6;1
THURSDAY ;8;40;6;1
SATURDAY ;9;1;6;1
SATURDAY ;10;6;6;1
TUESDAY  ;9;68;6;1
MONDAY   ;9;13;6;1
TUESDAY  ;7;2;6;1
MONDAY   ;5;5;6;1
SUNDAY   ;10;2;6;1
FRIDAY   ;3;3;6;1
FRIDAY   ;8;0;6;1
TUESDAY  ;6;7;6;1
MONDAY   ;2;0;6;1
FRIDAY   ;5;0;6;1
SUNDAY   ;3;1;6;1
THURSDAY ;3;11;6;1
SATURDAY ;5;59;6;1
FRIDAY   ;8;16;6;1
WEDNESDAY;6;8;6;1
TUESDAY  ;5;4;13;1
MONDAY   ;5;24;13;1
SUNDAY   ;9;4;6;1
WEDNESDAY;9;5;6;1
THURSDAY ;6;99;6;1
WEDNESDAY;8;20;13;1
FRIDAY   ;4;22;6;1
TUESDAY  ;1;13;7;1
FRIDAY   ;4;3;6;1
FRIDAY   ;9;52;6;1
SUNDAY   ;5;27;6;1
THURSDAY ;10;3;6;1
SATURDAY ;1;18;7;1
FRIDAY   ;3;15;6;1
TUESDAY  ;1;1;7;1
TUESDAY  ;7;2;6;1
SATURDAY ;6;2;7;1
MONDAY   ;8;1;6;1
WEDNESDAY;9;7;6;1
FRIDAY   ;8;6;6;1
THURSDAY ;5;20;6;1
MONDAY   ;5;3;1;1
FRIDAY   ;10;27;1;1
SATURDAY ;10;2;12;1
FRIDAY   ;6;17;1;1
FRIDAY   ;2;2;1;1
TUESDAY  ;10;108;12;1
FRIDAY   ;5;27;1;1
MONDAY   ;12;7;6;1
THURSDAY ;11;16;7;1
SATURDAY ;10;2;6;1
SATURDAY ;11;1;6;1
SATURDAY ;12;78;1;1
SATURDAY ;11;2;6;1
SATURDAY ;10;6;6;1
MONDAY   ;12;0;7;1
MONDAY   ;12;4;6;1
SATURDAY ;11;8;7;1
THURSDAY ;12;2;13;1
FRIDAY   ;11;9;7;1
TUESDAY  ;11;7;7;1
SUNDAY   ;11;1;7;1
SUNDAY   ;12;11;1;1
TUESDAY  ;11;4;7;1
WEDNESDAY;12;29;7;1
MONDAY   ;12;0;6;1
THURSDAY ;11;6;7;1
THURSDAY ;11;6;7;1
SUNDAY   ;12;16;6;1
SUNDAY   ;12;16;6;1
SUNDAY   ;11;7;1;1
WEDNESDAY;11;23;13;1
WEDNESDAY;12;23;7;1
MONDAY   ;11;5;6;1
SUNDAY   ;12;41;7;1
THURSDAY ;12;1;7;1
TUESDAY  ;11;21;6;1
SUNDAY   ;11;5;7;1
WEDNESDAY;12;6;7;1
THURSDAY ;12;70;7;1
TUESDAY  ;10;4;13;1
TUESDAY  ;11;5;7;1
SUNDAY   ;12;28;6;1
