;adults;children;leaddays;lengthofstay;arrivaldateweekday;channel;language;currency;cluster
17804;1;2000;0;400;monday;sbe;others;usd;GeneralLongStay
17805;1;2000;0;400;monday;sbe;others;eur;GeneralLongStay
17806;1;2000;0;400;monday;sbe;others;gbp;GeneralLongStay
17807;1;2000;0;400;monday;sbe;others;others;GeneralLongStay
17808;1;2000;0;400;monday;mobileweb;en-us;usd;GeneralLongStay
17809;1;2000;0;400;monday;mobileweb;en-us;eur;GeneralLongStay
17810;1;2000;0;400;monday;mobileweb;en-us;gbp;GeneralLongStay
17811;1;2000;0;400;monday;mobileweb;en-us;others;GeneralLongStay
17812;1;2000;0;400;monday;mobileweb;fr-fr;usd;GeneralLongStay
17813;1;2000;0;400;monday;mobileweb;fr-fr;eur;GeneralLongStay
17814;1;2000;0;400;monday;mobileweb;fr-fr;gbp;GeneralLongStay
17815;1;2000;0;400;monday;mobileweb;fr-fr;others;GeneralLongStay
17816;1;2000;0;400;monday;mobileweb;de-de;usd;GeneralLongStay
17817;1;2000;0;400;monday;mobileweb;de-de;eur;GeneralLongStay
17818;1;2000;0;400;monday;mobileweb;de-de;gbp;GeneralLongStay
17819;1;2000;0;400;monday;mobileweb;de-de;others;GeneralLongStay
17820;1;2000;0;400;monday;mobileweb;it-it;usd;GeneralLongStay
17821;1;2000;0;400;monday;mobileweb;it-it;eur;GeneralLongStay
17822;1;2000;0;400;monday;mobileweb;it-it;gbp;GeneralLongStay
17823;1;2000;0;400;monday;mobileweb;it-it;others;GeneralLongStay
17824;1;2000;0;400;monday;mobileweb;es-es;usd;GeneralLongStay
17825;1;2000;0;400;monday;mobileweb;es-es;eur;GeneralLongStay
17826;1;2000;0;400;monday;mobileweb;es-es;gbp;GeneralLongStay
17827;1;2000;0;400;monday;mobileweb;es-es;others;GeneralLongStay
17828;1;2000;0;400;monday;mobileweb;others;usd;GeneralLongStay
17829;1;2000;0;400;monday;mobileweb;others;eur;GeneralLongStay
17830;1;2000;0;400;monday;mobileweb;others;gbp;GeneralLongStay
17831;1;2000;0;400;monday;mobileweb;others;others;GeneralLongStay
17832;1;2000;0;400;monday;gds;en-us;usd;GeneralLongStay
17833;1;2000;0;400;monday;gds;en-us;eur;GeneralLongStay
17834;1;2000;0;400;monday;gds;en-us;gbp;GeneralLongStay
17835;1;2000;0;400;monday;gds;en-us;others;GeneralLongStay
17836;1;2000;0;400;monday;gds;fr-fr;usd;GeneralLongStay
17837;1;2000;0;400;monday;gds;fr-fr;eur;GeneralLongStay
17838;1;2000;0;400;monday;gds;fr-fr;gbp;GeneralLongStay
17839;1;2000;0;400;monday;gds;fr-fr;others;GeneralLongStay
17840;1;2000;0;400;monday;gds;de-de;usd;GeneralLongStay
17841;1;2000;0;400;monday;gds;de-de;eur;GeneralLongStay
17842;1;2000;0;400;monday;gds;de-de;gbp;GeneralLongStay
17843;1;2000;0;400;monday;gds;de-de;others;GeneralLongStay
17844;1;2000;0;400;monday;gds;it-it;usd;GeneralLongStay
17845;1;2000;0;400;monday;gds;it-it;eur;GeneralLongStay
17846;1;2000;0;400;monday;gds;it-it;gbp;GeneralLongStay
17847;1;2000;0;400;monday;gds;it-it;others;GeneralLongStay
17848;1;2000;0;400;monday;gds;es-es;usd;GeneralLongStay
17849;1;2000;0;400;monday;gds;es-es;eur;GeneralLongStay
17850;1;2000;0;400;monday;gds;es-es;gbp;GeneralLongStay
17851;1;2000;0;400;monday;gds;es-es;others;GeneralLongStay
17852;1;2000;0;400;monday;gds;others;usd;GeneralLongStay
17853;1;2000;0;400;monday;gds;others;eur;GeneralLongStay
17854;1;2000;0;400;monday;gds;others;gbp;GeneralLongStay
17855;1;2000;0;400;monday;gds;others;others;GeneralLongStay
17856;1;2000;0;400;monday;others;en-us;usd;GeneralLongStay
17857;1;2000;0;400;monday;others;en-us;eur;GeneralLongStay
17858;1;2000;0;400;monday;others;en-us;gbp;GeneralLongStay
17859;1;2000;0;400;monday;others;en-us;others;GeneralLongStay
17860;1;2000;0;400;monday;others;fr-fr;usd;GeneralLongStay
17861;1;2000;0;400;monday;others;fr-fr;eur;GeneralLongStay
17862;1;2000;0;400;monday;others;fr-fr;gbp;GeneralLongStay
17863;1;2000;0;400;monday;others;fr-fr;others;GeneralLongStay
17864;1;2000;0;400;monday;others;de-de;usd;GeneralLongStay
17865;1;2000;0;400;monday;others;de-de;eur;GeneralLongStay
17866;1;2000;0;400;monday;others;de-de;gbp;GeneralLongStay
17867;1;2000;0;400;monday;others;de-de;others;GeneralLongStay
17868;1;2000;0;400;monday;others;it-it;usd;GeneralLongStay
17869;1;2000;0;400;monday;others;it-it;eur;GeneralLongStay
17870;1;2000;0;400;monday;others;it-it;gbp;GeneralLongStay
17871;1;2000;0;400;monday;others;it-it;others;GeneralLongStay
17872;1;2000;0;400;monday;others;es-es;usd;GeneralLongStay
17873;1;2000;0;400;monday;others;es-es;eur;GeneralLongStay
17874;1;2000;0;400;monday;others;es-es;gbp;GeneralLongStay
17875;1;2000;0;400;monday;others;es-es;others;GeneralLongStay
17876;1;2000;0;400;monday;others;others;usd;GeneralLongStay
17877;1;2000;0;400;monday;others;others;eur;GeneralLongStay
17878;1;2000;0;400;monday;others;others;gbp;GeneralLongStay
17879;1;2000;0;400;monday;others;others;others;GeneralLongStay
17880;1;2000;0;400;tuesday;web;en-us;usd;GeneralLongStay
17881;1;2000;0;400;tuesday;web;en-us;eur;GeneralLongStay
17882;1;2000;0;400;tuesday;web;en-us;gbp;GeneralLongStay
17883;1;2000;0;400;tuesday;web;en-us;others;GeneralLongStay
17884;1;2000;0;400;tuesday;web;fr-fr;usd;GeneralLongStay
17885;1;2000;0;400;tuesday;web;fr-fr;eur;GeneralLongStay
17886;1;2000;0;400;tuesday;web;fr-fr;gbp;GeneralLongStay
17887;1;2000;0;400;tuesday;web;fr-fr;others;GeneralLongStay
17888;1;2000;0;400;tuesday;web;de-de;usd;GeneralLongStay
17889;1;2000;0;400;tuesday;web;de-de;eur;GeneralLongStay
17890;1;2000;0;400;tuesday;web;de-de;gbp;GeneralLongStay
17891;1;2000;0;400;tuesday;web;de-de;others;GeneralLongStay
17892;1;2000;0;400;tuesday;web;it-it;usd;GeneralLongStay
17893;1;2000;0;400;tuesday;web;it-it;eur;GeneralLongStay
17894;1;2000;0;400;tuesday;web;it-it;gbp;GeneralLongStay
17895;1;2000;0;400;tuesday;web;it-it;others;GeneralLongStay
17896;1;2000;0;400;tuesday;web;es-es;usd;GeneralLongStay
17897;1;2000;0;400;tuesday;web;es-es;eur;GeneralLongStay
17898;1;2000;0;400;tuesday;web;es-es;gbp;GeneralLongStay
17899;1;2000;0;400;tuesday;web;es-es;others;GeneralLongStay
17900;1;2000;0;400;tuesday;web;others;usd;GeneralLongStay
17901;1;2000;0;400;tuesday;web;others;eur;GeneralLongStay
17902;1;2000;0;400;tuesday;web;others;gbp;GeneralLongStay
17903;1;2000;0;400;tuesday;web;others;others;GeneralLongStay
17904;1;2000;0;400;tuesday;sbe;en-us;usd;GeneralLongStay
17905;1;2000;0;400;tuesday;sbe;en-us;eur;GeneralLongStay
17906;1;2000;0;400;tuesday;sbe;en-us;gbp;GeneralLongStay
17907;1;2000;0;400;tuesday;sbe;en-us;others;GeneralLongStay
17908;1;2000;0;400;tuesday;sbe;fr-fr;usd;GeneralLongStay
17909;1;2000;0;400;tuesday;sbe;fr-fr;eur;GeneralLongStay
17910;1;2000;0;400;tuesday;sbe;fr-fr;gbp;GeneralLongStay
17911;1;2000;0;400;tuesday;sbe;fr-fr;others;GeneralLongStay
17912;1;2000;0;400;tuesday;sbe;de-de;usd;GeneralLongStay
17913;1;2000;0;400;tuesday;sbe;de-de;eur;GeneralLongStay
17914;1;2000;0;400;tuesday;sbe;de-de;gbp;GeneralLongStay
17915;1;2000;0;400;tuesday;sbe;de-de;others;GeneralLongStay
17916;1;2000;0;400;tuesday;sbe;it-it;usd;GeneralLongStay
17917;1;2000;0;400;tuesday;sbe;it-it;eur;GeneralLongStay
17918;1;2000;0;400;tuesday;sbe;it-it;gbp;GeneralLongStay
17919;1;2000;0;400;tuesday;sbe;it-it;others;GeneralLongStay
17920;1;2000;0;400;tuesday;sbe;es-es;usd;GeneralLongStay
17921;1;2000;0;400;tuesday;sbe;es-es;eur;GeneralLongStay
17922;1;2000;0;400;tuesday;sbe;es-es;gbp;GeneralLongStay
17923;1;2000;0;400;tuesday;sbe;es-es;others;GeneralLongStay
17924;1;2000;0;400;tuesday;sbe;others;usd;GeneralLongStay
17925;1;2000;0;400;tuesday;sbe;others;eur;GeneralLongStay
17926;1;2000;0;400;tuesday;sbe;others;gbp;GeneralLongStay
17927;1;2000;0;400;tuesday;sbe;others;others;GeneralLongStay
17928;1;2000;0;400;tuesday;mobileweb;en-us;usd;GeneralLongStay
17929;1;2000;0;400;tuesday;mobileweb;en-us;eur;GeneralLongStay
17930;1;2000;0;400;tuesday;mobileweb;en-us;gbp;GeneralLongStay
17931;1;2000;0;400;tuesday;mobileweb;en-us;others;GeneralLongStay
17932;1;2000;0;400;tuesday;mobileweb;fr-fr;usd;GeneralLongStay
17933;1;2000;0;400;tuesday;mobileweb;fr-fr;eur;GeneralLongStay
17934;1;2000;0;400;tuesday;mobileweb;fr-fr;gbp;GeneralLongStay
17935;1;2000;0;400;tuesday;mobileweb;fr-fr;others;GeneralLongStay
17936;1;2000;0;400;tuesday;mobileweb;de-de;usd;GeneralLongStay
17937;1;2000;0;400;tuesday;mobileweb;de-de;eur;GeneralLongStay
17938;1;2000;0;400;tuesday;mobileweb;de-de;gbp;GeneralLongStay
17939;1;2000;0;400;tuesday;mobileweb;de-de;others;GeneralLongStay
17940;1;2000;0;400;tuesday;mobileweb;it-it;usd;GeneralLongStay
17941;1;2000;0;400;tuesday;mobileweb;it-it;eur;GeneralLongStay
17942;1;2000;0;400;tuesday;mobileweb;it-it;gbp;GeneralLongStay
17943;1;2000;0;400;tuesday;mobileweb;it-it;others;GeneralLongStay
17944;1;2000;0;400;tuesday;mobileweb;es-es;usd;GeneralLongStay
17945;1;2000;0;400;tuesday;mobileweb;es-es;eur;GeneralLongStay
17946;1;2000;0;400;tuesday;mobileweb;es-es;gbp;GeneralLongStay
17947;1;2000;0;400;tuesday;mobileweb;es-es;others;GeneralLongStay
17948;1;2000;0;400;tuesday;mobileweb;others;usd;GeneralLongStay
17949;1;2000;0;400;tuesday;mobileweb;others;eur;GeneralLongStay
17950;1;2000;0;400;tuesday;mobileweb;others;gbp;GeneralLongStay
17951;1;2000;0;400;tuesday;mobileweb;others;others;GeneralLongStay
17952;1;2000;0;400;tuesday;gds;en-us;usd;GeneralLongStay
17953;1;2000;0;400;tuesday;gds;en-us;eur;GeneralLongStay
17954;1;2000;0;400;tuesday;gds;en-us;gbp;GeneralLongStay
17955;1;2000;0;400;tuesday;gds;en-us;others;GeneralLongStay
17956;1;2000;0;400;tuesday;gds;fr-fr;usd;GeneralLongStay
17957;1;2000;0;400;tuesday;gds;fr-fr;eur;GeneralLongStay
17958;1;2000;0;400;tuesday;gds;fr-fr;gbp;GeneralLongStay
17959;1;2000;0;400;tuesday;gds;fr-fr;others;GeneralLongStay
17960;1;2000;0;400;tuesday;gds;de-de;usd;GeneralLongStay
17961;1;2000;0;400;tuesday;gds;de-de;eur;GeneralLongStay
17962;1;2000;0;400;tuesday;gds;de-de;gbp;GeneralLongStay
17963;1;2000;0;400;tuesday;gds;de-de;others;GeneralLongStay
17964;1;2000;0;400;tuesday;gds;it-it;usd;GeneralLongStay
17965;1;2000;0;400;tuesday;gds;it-it;eur;GeneralLongStay
17966;1;2000;0;400;tuesday;gds;it-it;gbp;GeneralLongStay
17967;1;2000;0;400;tuesday;gds;it-it;others;GeneralLongStay
17968;1;2000;0;400;tuesday;gds;es-es;usd;GeneralLongStay
17969;1;2000;0;400;tuesday;gds;es-es;eur;GeneralLongStay
17970;1;2000;0;400;tuesday;gds;es-es;gbp;GeneralLongStay
17971;1;2000;0;400;tuesday;gds;es-es;others;GeneralLongStay
17972;1;2000;0;400;tuesday;gds;others;usd;GeneralLongStay
17973;1;2000;0;400;tuesday;gds;others;eur;GeneralLongStay
17974;1;2000;0;400;tuesday;gds;others;gbp;GeneralLongStay
17975;1;2000;0;400;tuesday;gds;others;others;GeneralLongStay
17976;1;2000;0;400;tuesday;others;en-us;usd;GeneralLongStay
17977;1;2000;0;400;tuesday;others;en-us;eur;GeneralLongStay
17978;1;2000;0;400;tuesday;others;en-us;gbp;GeneralLongStay
17979;1;2000;0;400;tuesday;others;en-us;others;GeneralLongStay
17980;1;2000;0;400;tuesday;others;fr-fr;usd;GeneralLongStay
17981;1;2000;0;400;tuesday;others;fr-fr;eur;GeneralLongStay
17982;1;2000;0;400;tuesday;others;fr-fr;gbp;GeneralLongStay
17983;1;2000;0;400;tuesday;others;fr-fr;others;GeneralLongStay
17984;1;2000;0;400;tuesday;others;de-de;usd;GeneralLongStay
17985;1;2000;0;400;tuesday;others;de-de;eur;GeneralLongStay
17986;1;2000;0;400;tuesday;others;de-de;gbp;GeneralLongStay
17987;1;2000;0;400;tuesday;others;de-de;others;GeneralLongStay
17988;1;2000;0;400;tuesday;others;it-it;usd;GeneralLongStay
17989;1;2000;0;400;tuesday;others;it-it;eur;GeneralLongStay
17990;1;2000;0;400;tuesday;others;it-it;gbp;GeneralLongStay
17991;1;2000;0;400;tuesday;others;it-it;others;GeneralLongStay
17992;1;2000;0;400;tuesday;others;es-es;usd;GeneralLongStay
17993;1;2000;0;400;tuesday;others;es-es;eur;GeneralLongStay
17994;1;2000;0;400;tuesday;others;es-es;gbp;GeneralLongStay
17995;1;2000;0;400;tuesday;others;es-es;others;GeneralLongStay
17996;1;2000;0;400;tuesday;others;others;usd;GeneralLongStay
17997;1;2000;0;400;tuesday;others;others;eur;GeneralLongStay
17998;1;2000;0;400;tuesday;others;others;gbp;GeneralLongStay
17999;1;2000;0;400;tuesday;others;others;others;GeneralLongStay
18000;1;2000;0;400;wednesday;web;en-us;usd;GeneralLongStay
18001;1;2000;0;400;wednesday;web;en-us;eur;GeneralLongStay
18002;1;2000;0;400;wednesday;web;en-us;gbp;GeneralLongStay
18003;1;2000;0;400;wednesday;web;en-us;others;GeneralLongStay
18004;1;2000;0;400;wednesday;web;fr-fr;usd;GeneralLongStay
18005;1;2000;0;400;wednesday;web;fr-fr;eur;GeneralLongStay
18006;1;2000;0;400;wednesday;web;fr-fr;gbp;GeneralLongStay
18007;1;2000;0;400;wednesday;web;fr-fr;others;GeneralLongStay
18008;1;2000;0;400;wednesday;web;de-de;usd;GeneralLongStay
18009;1;2000;0;400;wednesday;web;de-de;eur;GeneralLongStay
18010;1;2000;0;400;wednesday;web;de-de;gbp;GeneralLongStay
18011;1;2000;0;400;wednesday;web;de-de;others;GeneralLongStay
18012;1;2000;0;400;wednesday;web;it-it;usd;GeneralLongStay
18013;1;2000;0;400;wednesday;web;it-it;eur;GeneralLongStay
18014;1;2000;0;400;wednesday;web;it-it;gbp;GeneralLongStay
18015;1;2000;0;400;wednesday;web;it-it;others;GeneralLongStay
18016;1;2000;0;400;wednesday;web;es-es;usd;GeneralLongStay
18017;1;2000;0;400;wednesday;web;es-es;eur;GeneralLongStay
18018;1;2000;0;400;wednesday;web;es-es;gbp;GeneralLongStay
18019;1;2000;0;400;wednesday;web;es-es;others;GeneralLongStay
18020;1;2000;0;400;wednesday;web;others;usd;GeneralLongStay
18021;1;2000;0;400;wednesday;web;others;eur;GeneralLongStay
18022;1;2000;0;400;wednesday;web;others;gbp;GeneralLongStay
18023;1;2000;0;400;wednesday;web;others;others;GeneralLongStay
18024;1;2000;0;400;wednesday;sbe;en-us;usd;GeneralLongStay
18025;1;2000;0;400;wednesday;sbe;en-us;eur;GeneralLongStay
18026;1;2000;0;400;wednesday;sbe;en-us;gbp;GeneralLongStay
18027;1;2000;0;400;wednesday;sbe;en-us;others;GeneralLongStay
18028;1;2000;0;400;wednesday;sbe;fr-fr;usd;GeneralLongStay
18029;1;2000;0;400;wednesday;sbe;fr-fr;eur;GeneralLongStay
18030;1;2000;0;400;wednesday;sbe;fr-fr;gbp;GeneralLongStay
18031;1;2000;0;400;wednesday;sbe;fr-fr;others;GeneralLongStay
18032;1;2000;0;400;wednesday;sbe;de-de;usd;GeneralLongStay
18033;1;2000;0;400;wednesday;sbe;de-de;eur;GeneralLongStay
18034;1;2000;0;400;wednesday;sbe;de-de;gbp;GeneralLongStay
18035;1;2000;0;400;wednesday;sbe;de-de;others;GeneralLongStay
18036;1;2000;0;400;wednesday;sbe;it-it;usd;GeneralLongStay
18037;1;2000;0;400;wednesday;sbe;it-it;eur;GeneralLongStay
18038;1;2000;0;400;wednesday;sbe;it-it;gbp;GeneralLongStay
18039;1;2000;0;400;wednesday;sbe;it-it;others;GeneralLongStay
18040;1;2000;0;400;wednesday;sbe;es-es;usd;GeneralLongStay
18041;1;2000;0;400;wednesday;sbe;es-es;eur;GeneralLongStay
18042;1;2000;0;400;wednesday;sbe;es-es;gbp;GeneralLongStay
18043;1;2000;0;400;wednesday;sbe;es-es;others;GeneralLongStay
18044;1;2000;0;400;wednesday;sbe;others;usd;GeneralLongStay
18045;1;2000;0;400;wednesday;sbe;others;eur;GeneralLongStay
18046;1;2000;0;400;wednesday;sbe;others;gbp;GeneralLongStay
18047;1;2000;0;400;wednesday;sbe;others;others;GeneralLongStay
18048;1;2000;0;400;wednesday;mobileweb;en-us;usd;GeneralLongStay
18049;1;2000;0;400;wednesday;mobileweb;en-us;eur;GeneralLongStay
18050;1;2000;0;400;wednesday;mobileweb;en-us;gbp;GeneralLongStay
18051;1;2000;0;400;wednesday;mobileweb;en-us;others;GeneralLongStay
18052;1;2000;0;400;wednesday;mobileweb;fr-fr;usd;GeneralLongStay
18053;1;2000;0;400;wednesday;mobileweb;fr-fr;eur;GeneralLongStay
18054;1;2000;0;400;wednesday;mobileweb;fr-fr;gbp;GeneralLongStay
18055;1;2000;0;400;wednesday;mobileweb;fr-fr;others;GeneralLongStay
18056;1;2000;0;400;wednesday;mobileweb;de-de;usd;GeneralLongStay
18057;1;2000;0;400;wednesday;mobileweb;de-de;eur;GeneralLongStay
18058;1;2000;0;400;wednesday;mobileweb;de-de;gbp;GeneralLongStay
18059;1;2000;0;400;wednesday;mobileweb;de-de;others;GeneralLongStay
18060;1;2000;0;400;wednesday;mobileweb;it-it;usd;GeneralLongStay
18061;1;2000;0;400;wednesday;mobileweb;it-it;eur;GeneralLongStay
18062;1;2000;0;400;wednesday;mobileweb;it-it;gbp;GeneralLongStay
18063;1;2000;0;400;wednesday;mobileweb;it-it;others;GeneralLongStay
18064;1;2000;0;400;wednesday;mobileweb;es-es;usd;GeneralLongStay
18065;1;2000;0;400;wednesday;mobileweb;es-es;eur;GeneralLongStay
18066;1;2000;0;400;wednesday;mobileweb;es-es;gbp;GeneralLongStay
18067;1;2000;0;400;wednesday;mobileweb;es-es;others;GeneralLongStay
18068;1;2000;0;400;wednesday;mobileweb;others;usd;GeneralLongStay
18069;1;2000;0;400;wednesday;mobileweb;others;eur;GeneralLongStay
18070;1;2000;0;400;wednesday;mobileweb;others;gbp;GeneralLongStay
18071;1;2000;0;400;wednesday;mobileweb;others;others;GeneralLongStay
18072;1;2000;0;400;wednesday;gds;en-us;usd;GeneralLongStay
18073;1;2000;0;400;wednesday;gds;en-us;eur;GeneralLongStay
18074;1;2000;0;400;wednesday;gds;en-us;gbp;GeneralLongStay
18075;1;2000;0;400;wednesday;gds;en-us;others;GeneralLongStay
18076;1;2000;0;400;wednesday;gds;fr-fr;usd;GeneralLongStay
18077;1;2000;0;400;wednesday;gds;fr-fr;eur;GeneralLongStay
18078;1;2000;0;400;wednesday;gds;fr-fr;gbp;GeneralLongStay
18079;1;2000;0;400;wednesday;gds;fr-fr;others;GeneralLongStay
18080;1;2000;0;400;wednesday;gds;de-de;usd;GeneralLongStay
18081;1;2000;0;400;wednesday;gds;de-de;eur;GeneralLongStay
18082;1;2000;0;400;wednesday;gds;de-de;gbp;GeneralLongStay
18083;1;2000;0;400;wednesday;gds;de-de;others;GeneralLongStay
18084;1;2000;0;400;wednesday;gds;it-it;usd;GeneralLongStay
18085;1;2000;0;400;wednesday;gds;it-it;eur;GeneralLongStay
18086;1;2000;0;400;wednesday;gds;it-it;gbp;GeneralLongStay
18087;1;2000;0;400;wednesday;gds;it-it;others;GeneralLongStay
18088;1;2000;0;400;wednesday;gds;es-es;usd;GeneralLongStay
18089;1;2000;0;400;wednesday;gds;es-es;eur;GeneralLongStay
18090;1;2000;0;400;wednesday;gds;es-es;gbp;GeneralLongStay
18091;1;2000;0;400;wednesday;gds;es-es;others;GeneralLongStay
18092;1;2000;0;400;wednesday;gds;others;usd;GeneralLongStay
18093;1;2000;0;400;wednesday;gds;others;eur;GeneralLongStay
18094;1;2000;0;400;wednesday;gds;others;gbp;GeneralLongStay
18095;1;2000;0;400;wednesday;gds;others;others;GeneralLongStay
18096;1;2000;0;400;wednesday;others;en-us;usd;GeneralLongStay
18097;1;2000;0;400;wednesday;others;en-us;eur;GeneralLongStay
18098;1;2000;0;400;wednesday;others;en-us;gbp;GeneralLongStay
18099;1;2000;0;400;wednesday;others;en-us;others;GeneralLongStay
18100;1;2000;0;400;wednesday;others;fr-fr;usd;GeneralLongStay
18101;1;2000;0;400;wednesday;others;fr-fr;eur;GeneralLongStay
18102;1;2000;0;400;wednesday;others;fr-fr;gbp;GeneralLongStay
18103;1;2000;0;400;wednesday;others;fr-fr;others;GeneralLongStay
18104;1;2000;0;400;wednesday;others;de-de;usd;GeneralLongStay
18105;1;2000;0;400;wednesday;others;de-de;eur;GeneralLongStay
18106;1;2000;0;400;wednesday;others;de-de;gbp;GeneralLongStay
18107;1;2000;0;400;wednesday;others;de-de;others;GeneralLongStay
18108;1;2000;0;400;wednesday;others;it-it;usd;GeneralLongStay
18109;1;2000;0;400;wednesday;others;it-it;eur;GeneralLongStay
18110;1;2000;0;400;wednesday;others;it-it;gbp;GeneralLongStay
18111;1;2000;0;400;wednesday;others;it-it;others;GeneralLongStay
18112;1;2000;0;400;wednesday;others;es-es;usd;GeneralLongStay
18113;1;2000;0;400;wednesday;others;es-es;eur;GeneralLongStay
18114;1;2000;0;400;wednesday;others;es-es;gbp;GeneralLongStay
18115;1;2000;0;400;wednesday;others;es-es;others;GeneralLongStay
18116;1;2000;0;400;wednesday;others;others;usd;GeneralLongStay
18117;1;2000;0;400;wednesday;others;others;eur;GeneralLongStay
18118;1;2000;0;400;wednesday;others;others;gbp;GeneralLongStay
18119;1;2000;0;400;wednesday;others;others;others;GeneralLongStay
18120;1;2000;0;400;thursday;web;en-us;usd;GeneralLongStay
18121;1;2000;0;400;thursday;web;en-us;eur;GeneralLongStay
18122;1;2000;0;400;thursday;web;en-us;gbp;GeneralLongStay
18123;1;2000;0;400;thursday;web;en-us;others;GeneralLongStay
18124;1;2000;0;400;thursday;web;fr-fr;usd;GeneralLongStay
18125;1;2000;0;400;thursday;web;fr-fr;eur;GeneralLongStay
18126;1;2000;0;400;thursday;web;fr-fr;gbp;GeneralLongStay
18127;1;2000;0;400;thursday;web;fr-fr;others;GeneralLongStay
18128;1;2000;0;400;thursday;web;de-de;usd;GeneralLongStay
18129;1;2000;0;400;thursday;web;de-de;eur;GeneralLongStay
18130;1;2000;0;400;thursday;web;de-de;gbp;GeneralLongStay
18131;1;2000;0;400;thursday;web;de-de;others;GeneralLongStay
18132;1;2000;0;400;thursday;web;it-it;usd;GeneralLongStay
18133;1;2000;0;400;thursday;web;it-it;eur;GeneralLongStay
18134;1;2000;0;400;thursday;web;it-it;gbp;GeneralLongStay
18135;1;2000;0;400;thursday;web;it-it;others;GeneralLongStay
18136;1;2000;0;400;thursday;web;es-es;usd;GeneralLongStay
18137;1;2000;0;400;thursday;web;es-es;eur;GeneralLongStay
18138;1;2000;0;400;thursday;web;es-es;gbp;GeneralLongStay
18139;1;2000;0;400;thursday;web;es-es;others;GeneralLongStay
18140;1;2000;0;400;thursday;web;others;usd;GeneralLongStay
18141;1;2000;0;400;thursday;web;others;eur;GeneralLongStay
18142;1;2000;0;400;thursday;web;others;gbp;GeneralLongStay
18143;1;2000;0;400;thursday;web;others;others;GeneralLongStay
18144;1;2000;0;400;thursday;sbe;en-us;usd;GeneralLongStay
18145;1;2000;0;400;thursday;sbe;en-us;eur;GeneralLongStay
18146;1;2000;0;400;thursday;sbe;en-us;gbp;GeneralLongStay
18147;1;2000;0;400;thursday;sbe;en-us;others;GeneralLongStay
18148;1;2000;0;400;thursday;sbe;fr-fr;usd;GeneralLongStay
18149;1;2000;0;400;thursday;sbe;fr-fr;eur;GeneralLongStay
18150;1;2000;0;400;thursday;sbe;fr-fr;gbp;GeneralLongStay
18151;1;2000;0;400;thursday;sbe;fr-fr;others;GeneralLongStay
18152;1;2000;0;400;thursday;sbe;de-de;usd;GeneralLongStay
18153;1;2000;0;400;thursday;sbe;de-de;eur;GeneralLongStay
18154;1;2000;0;400;thursday;sbe;de-de;gbp;GeneralLongStay
18155;1;2000;0;400;thursday;sbe;de-de;others;GeneralLongStay
18156;1;2000;0;400;thursday;sbe;it-it;usd;GeneralLongStay
18157;1;2000;0;400;thursday;sbe;it-it;eur;GeneralLongStay
18158;1;2000;0;400;thursday;sbe;it-it;gbp;GeneralLongStay
18159;1;2000;0;400;thursday;sbe;it-it;others;GeneralLongStay
18160;1;2000;0;400;thursday;sbe;es-es;usd;GeneralLongStay
18161;1;2000;0;400;thursday;sbe;es-es;eur;GeneralLongStay
18162;1;2000;0;400;thursday;sbe;es-es;gbp;GeneralLongStay
18163;1;2000;0;400;thursday;sbe;es-es;others;GeneralLongStay
18164;1;2000;0;400;thursday;sbe;others;usd;GeneralLongStay
18165;1;2000;0;400;thursday;sbe;others;eur;GeneralLongStay
18166;1;2000;0;400;thursday;sbe;others;gbp;GeneralLongStay
18167;1;2000;0;400;thursday;sbe;others;others;GeneralLongStay
18168;1;2000;0;400;thursday;mobileweb;en-us;usd;GeneralLongStay
18169;1;2000;0;400;thursday;mobileweb;en-us;eur;GeneralLongStay
18170;1;2000;0;400;thursday;mobileweb;en-us;gbp;GeneralLongStay
18171;1;2000;0;400;thursday;mobileweb;en-us;others;GeneralLongStay
18172;1;2000;0;400;thursday;mobileweb;fr-fr;usd;GeneralLongStay
18173;1;2000;0;400;thursday;mobileweb;fr-fr;eur;GeneralLongStay
18174;1;2000;0;400;thursday;mobileweb;fr-fr;gbp;GeneralLongStay
18175;1;2000;0;400;thursday;mobileweb;fr-fr;others;GeneralLongStay
18176;1;2000;0;400;thursday;mobileweb;de-de;usd;GeneralLongStay
18177;1;2000;0;400;thursday;mobileweb;de-de;eur;GeneralLongStay
18178;1;2000;0;400;thursday;mobileweb;de-de;gbp;GeneralLongStay
18179;1;2000;0;400;thursday;mobileweb;de-de;others;GeneralLongStay
18180;1;2000;0;400;thursday;mobileweb;it-it;usd;GeneralLongStay
18181;1;2000;0;400;thursday;mobileweb;it-it;eur;GeneralLongStay
18182;1;2000;0;400;thursday;mobileweb;it-it;gbp;GeneralLongStay
18183;1;2000;0;400;thursday;mobileweb;it-it;others;GeneralLongStay
18184;1;2000;0;400;thursday;mobileweb;es-es;usd;GeneralLongStay
18185;1;2000;0;400;thursday;mobileweb;es-es;eur;GeneralLongStay
18186;1;2000;0;400;thursday;mobileweb;es-es;gbp;GeneralLongStay
18187;1;2000;0;400;thursday;mobileweb;es-es;others;GeneralLongStay
18188;1;2000;0;400;thursday;mobileweb;others;usd;GeneralLongStay
18189;1;2000;0;400;thursday;mobileweb;others;eur;GeneralLongStay
18190;1;2000;0;400;thursday;mobileweb;others;gbp;GeneralLongStay
18191;1;2000;0;400;thursday;mobileweb;others;others;GeneralLongStay
