ArrivalDate-Weekday;Arrival-Month;channel-id;LeadDays;lang-id;nights-qty;room-qty;adult-qty;child-qty;infant-qty
MONDAY   ;5;6;35;1;3;1;1;0;0
SATURDAY ;9;6;4;1;2;1;2;0;0
SATURDAY ;6;6;1;1;2;1;2;0;0
THURSDAY ;10;6;23;1;5;1;2;0;0
THURSDAY ;5;6;24;1;7;1;1;0;0
TUESDAY  ;5;6;3;1;6;1;2;0;0
SATURDAY ;8;6;7;1;2;1;2;1;0
SATURDAY ;6;13;35;1;3;1;1;0;0
WEDNESDAY;6;6;23;1;7;1;1;0;0
FRIDAY   ;6;6;12;1;2;1;2;0;0
THURSDAY ;2;7;3;1;2;1;1;0;0
MONDAY   ;8;6;16;1;2;1;2;0;0
SATURDAY ;8;6;105;1;7;1;2;0;0
SUNDAY   ;10;6;13;1;5;1;2;0;0
FRIDAY   ;5;7;1;1;4;1;2;0;0
MONDAY   ;9;6;24;1;2;1;1;0;0
WEDNESDAY;7;6;5;1;5;1;2;0;0
MONDAY   ;9;7;80;1;3;1;2;0;0
SATURDAY ;6;6;1;1;2;1;1;0;0
MONDAY   ;10;6;13;1;4;1;2;0;0
THURSDAY ;11;6;24;1;7;1;2;0;0
TUESDAY  ;6;13;21;1;3;1;1;0;0
MONDAY   ;4;6;12;1;3;1;3;0;0
SUNDAY   ;5;6;14;1;4;1;2;0;0
MONDAY   ;4;6;0;1;2;1;1;0;0
SUNDAY   ;5;6;4;1;3;1;1;0;0
SUNDAY   ;2;7;3;1;5;1;2;0;0
SATURDAY ;7;7;7;1;5;1;2;0;0
SUNDAY   ;1;7;0;1;4;1;3;0;0
MONDAY   ;7;6;0;1;3;1;1;0;0
SATURDAY ;8;6;6;1;5;1;2;0;0
TUESDAY  ;7;6;4;1;2;1;2;0;0
MONDAY   ;9;6;20;1;3;1;1;0;0
THURSDAY ;1;7;27;1;3;1;2;0;0
WEDNESDAY;5;6;8;1;2;1;2;0;0
FRIDAY   ;4;6;21;1;2;1;2;0;0
SATURDAY ;8;6;9;1;4;1;2;0;0
THURSDAY ;11;6;7;1;4;1;3;0;0
SATURDAY ;3;6;0;1;2;1;2;0;0
SUNDAY   ;5;6;1;1;5;1;1;0;0
WEDNESDAY;6;6;8;1;3;1;2;0;0
MONDAY   ;7;13;6;1;4;1;2;0;0
WEDNESDAY;10;6;17;1;3;1;2;0;0
FRIDAY   ;10;13;8;1;12;1;1;0;0
SUNDAY   ;2;6;1;1;2;1;1;0;0
SUNDAY   ;3;6;20;1;6;1;2;0;0
THURSDAY ;8;6;26;1;3;1;2;0;0
TUESDAY  ;7;6;89;1;6;1;2;0;0
MONDAY   ;9;6;39;1;5;1;2;0;0
SATURDAY ;3;6;7;1;7;1;1;0;0
THURSDAY ;6;6;47;1;2;1;2;0;0
THURSDAY ;4;6;6;1;3;1;2;0;0
SATURDAY ;6;13;35;1;4;1;3;0;0
TUESDAY  ;3;6;7;1;2;1;2;0;0
WEDNESDAY;7;6;5;1;3;1;2;0;0
SUNDAY   ;10;6;89;1;6;1;2;0;0
MONDAY   ;10;13;25;1;3;1;2;0;0
WEDNESDAY;8;6;29;1;4;1;2;0;0
SATURDAY ;3;6;1;1;2;1;2;0;0
FRIDAY   ;6;6;83;1;3;1;2;0;0
SUNDAY   ;3;6;5;1;3;1;2;0;0
WEDNESDAY;9;6;9;1;3;1;3;0;0
SUNDAY   ;10;6;6;1;2;1;2;0;0
SUNDAY   ;4;6;26;1;5;1;2;0;0
FRIDAY   ;5;6;30;1;4;1;2;0;0
SUNDAY   ;6;6;5;1;2;1;1;0;0
TUESDAY  ;10;6;24;1;6;1;2;0;0
SUNDAY   ;5;6;12;1;6;1;1;0;0
TUESDAY  ;9;6;44;1;7;1;1;0;0
THURSDAY ;5;6;28;1;4;1;2;0;0
THURSDAY ;3;6;27;1;3;1;1;0;0
TUESDAY  ;1;7;32;1;5;1;2;0;0
FRIDAY   ;4;6;4;1;2;1;2;0;0
SATURDAY ;5;6;0;1;2;1;2;0;0
THURSDAY ;8;6;0;1;5;1;3;0;0
MONDAY   ;1;7;18;1;5;1;2;0;0
FRIDAY   ;5;6;17;1;4;1;2;0;0
THURSDAY ;8;6;50;1;3;1;2;0;0
TUESDAY  ;5;6;4;1;3;1;2;0;0
SATURDAY ;8;6;0;1;7;1;1;0;0
FRIDAY   ;5;6;3;1;4;1;2;0;0
MONDAY   ;10;6;5;1;2;1;2;1;0
MONDAY   ;5;6;14;1;4;1;2;1;0
THURSDAY ;6;6;63;1;3;1;2;0;0
THURSDAY ;9;13;21;1;4;1;1;0;0
WEDNESDAY;5;6;12;1;4;1;2;0;0
FRIDAY   ;9;6;0;1;2;1;2;0;0
FRIDAY   ;5;6;29;1;2;1;1;0;0
MONDAY   ;4;7;11;1;4;1;1;0;0
SUNDAY   ;6;7;1;1;4;1;3;0;0
FRIDAY   ;6;6;11;1;3;1;1;0;0
WEDNESDAY;6;13;19;1;5;1;2;0;0
TUESDAY  ;12;6;143;1;6;1;2;0;0
SUNDAY   ;3;13;31;1;2;1;1;0;0
TUESDAY  ;7;6;22;1;4;1;2;0;0
WEDNESDAY;9;6;9;1;7;1;1;0;0
WEDNESDAY;9;6;2;1;4;1;1;0;0
TUESDAY  ;9;6;6;1;3;1;2;0;0
SUNDAY   ;3;6;27;1;3;1;2;0;0
SUNDAY   ;5;6;54;1;6;1;2;0;0
WEDNESDAY;9;6;0;1;2;1;2;0;0
WEDNESDAY;6;6;98;1;4;1;2;0;0
WEDNESDAY;7;6;8;1;5;1;1;2;0
TUESDAY  ;6;6;25;1;3;1;1;0;0
TUESDAY  ;10;6;5;1;3;1;2;0;0
SUNDAY   ;3;6;0;1;3;1;1;0;0
FRIDAY   ;10;6;24;1;5;1;2;0;0
THURSDAY ;2;1;54;1;5;1;2;0;0
MONDAY   ;7;13;6;1;4;1;2;0;0
FRIDAY   ;1;7;1;1;2;1;2;0;0
FRIDAY   ;5;6;0;1;2;1;2;0;0
SUNDAY   ;3;6;2;1;2;1;2;0;0
MONDAY   ;7;6;18;1;4;1;3;0;0
SATURDAY ;9;6;59;1;3;1;2;0;0
THURSDAY ;10;6;65;1;3;1;3;0;0
THURSDAY ;12;7;101;1;5;1;2;0;0
FRIDAY   ;7;6;1;1;2;1;2;0;0
TUESDAY  ;10;6;26;1;4;1;2;0;0
TUESDAY  ;10;6;7;1;2;1;1;0;0
WEDNESDAY;5;6;56;1;3;1;2;0;0
FRIDAY   ;4;1;63;1;4;1;2;0;0
SATURDAY ;6;6;80;1;6;1;2;0;0
WEDNESDAY;3;6;10;1;7;1;1;0;0
FRIDAY   ;4;6;1;1;2;1;2;0;0
SATURDAY ;9;12;0;1;5;1;1;0;0
WEDNESDAY;3;12;0;1;2;1;1;0;0
TUESDAY  ;6;1;12;1;3;1;2;0;0
SATURDAY ;7;1;6;1;4;1;2;0;0
SUNDAY   ;3;1;9;1;6;1;2;0;0
SATURDAY ;10;1;1;1;3;1;2;0;0
MONDAY   ;3;12;10;1;4;1;2;1;0
THURSDAY ;8;1;8;1;3;1;1;0;0
FRIDAY   ;4;1;29;3;5;1;2;0;0
THURSDAY ;10;1;9;1;4;1;1;0;0
TUESDAY  ;5;1;6;1;2;1;1;0;0
WEDNESDAY;10;1;21;1;4;1;1;0;0
THURSDAY ;6;1;29;1;2;1;1;0;0
WEDNESDAY;10;1;5;1;3;1;2;0;0
SUNDAY   ;9;1;39;1;3;1;1;0;0
THURSDAY ;11;6;22;1;4;1;2;0;0
FRIDAY   ;11;6;7;1;4;1;1;0;0
SATURDAY ;12;6;25;1;3;1;2;0;0
TUESDAY  ;11;7;6;1;4;1;1;0;0
SUNDAY   ;12;13;17;1;4;1;1;0;0
MONDAY   ;12;7;5;1;4;1;1;0;0
THURSDAY ;11;6;28;1;4;1;2;0;0
SUNDAY   ;11;6;28;1;5;1;2;0;0
MONDAY   ;12;6;48;1;2;1;3;0;0
WEDNESDAY;12;7;34;1;3;1;1;0;0
TUESDAY  ;12;6;12;1;4;1;1;0;0
TUESDAY  ;11;7;6;1;5;1;1;0;0
TUESDAY  ;11;7;6;1;5;1;1;0;0
SATURDAY ;12;6;9;1;6;1;2;0;0
TUESDAY  ;11;6;19;1;5;1;2;0;0
FRIDAY   ;12;6;54;1;4;1;2;0;0
MONDAY   ;10;7;17;1;6;1;1;0;0
THURSDAY ;11;6;10;1;6;1;1;0;0
SATURDAY ;12;6;16;1;5;1;2;0;0
FRIDAY   ;12;6;46;1;5;1;1;1;0
FRIDAY   ;12;6;19;1;6;1;1;0;0
THURSDAY ;11;6;8;1;6;1;1;0;0
WEDNESDAY;12;7;27;1;5;1;3;0;0
WEDNESDAY;11;6;10;1;6;1;2;0;0
SATURDAY ;12;7;3;1;6;1;2;0;0
WEDNESDAY;11;6;10;1;5;1;1;0;0
SATURDAY ;12;6;42;1;6;1;1;1;0
MONDAY   ;12;6;25;1;5;1;1;1;0
MONDAY   ;12;7;4;1;7;1;2;0;0
MONDAY   ;12;6;25;1;7;1;2;0;0
MONDAY   ;12;6;47;1;6;1;2;1;0
SUNDAY   ;11;6;6;1;7;1;1;0;0
WEDNESDAY;12;6;67;1;7;1;2;0;0
WEDNESDAY;12;6;147;1;7;1;2;0;0
SATURDAY ;12;6;34;1;7;1;1;0;0
TUESDAY  ;11;6;7;1;5;1;2;0;0
SUNDAY   ;12;6;42;1;5;1;3;0;0
WEDNESDAY;11;6;2;1;6;1;2;0;0
MONDAY   ;12;6;30;1;7;1;1;0;0
SUNDAY   ;11;6;20;1;7;1;2;0;0
SATURDAY ;12;6;41;1;7;1;3;0;0
SATURDAY ;11;6;13;1;7;1;2;0;0
TUESDAY  ;12;7;0;1;1;1;1;0;0
SATURDAY ;10;6;2;1;1;1;2;0;0
SATURDAY ;12;6;0;1;1;1;2;0;0
FRIDAY   ;12;6;0;1;1;1;2;0;0
MONDAY   ;11;7;14;1;1;1;1;0;0
FRIDAY   ;11;6;20;1;1;1;2;0;0
TUESDAY  ;12;6;1;1;1;1;1;0;0
SATURDAY ;10;6;5;1;1;1;2;0;0
SATURDAY ;10;6;5;1;1;1;2;0;0
TUESDAY  ;12;7;3;1;1;1;1;0;0
TUESDAY  ;12;6;0;1;1;1;2;0;0
MONDAY   ;11;6;0;1;1;1;2;0;0
TUESDAY  ;12;7;3;1;1;1;2;0;0
TUESDAY  ;12;7;3;1;1;1;2;1;0
SATURDAY ;11;7;8;1;1;1;1;0;0
SATURDAY ;10;7;0;1;1;1;1;0;0
FRIDAY   ;11;7;9;1;1;1;1;0;0
TUESDAY  ;12;13;21;1;1;1;1;0;0
FRIDAY   ;11;6;2;1;1;1;2;0;0
SUNDAY   ;11;7;152;1;1;1;2;0;0
TUESDAY  ;11;7;4;1;1;1;1;0;0
TUESDAY  ;11;7;4;1;1;1;1;0;0
SUNDAY   ;12;6;13;1;1;1;2;0;0
WEDNESDAY;10;6;17;1;1;1;1;0;0
FRIDAY   ;11;6;15;1;1;1;2;0;0
MONDAY   ;10;1;1;1;1;1;1;0;0
THURSDAY ;11;7;6;1;1;1;1;0;0
TUESDAY  ;11;6;15;1;1;1;2;0;0
WEDNESDAY;12;6;0;1;1;1;1;0;0
WEDNESDAY;11;13;2;1;1;1;1;0;0
THURSDAY ;12;13;17;1;1;1;1;0;0
WEDNESDAY;11;13;23;1;1;1;1;0;0
MONDAY   ;11;6;0;1;1;1;2;0;0
WEDNESDAY;11;6;9;1;1;1;1;0;0
FRIDAY   ;11;6;12;1;1;1;1;0;0
THURSDAY ;11;6;0;1;1;1;2;0;0
SUNDAY   ;11;7;5;1;1;1;1;0;0
FRIDAY   ;11;7;2;1;1;1;1;0;0
THURSDAY ;12;7;70;1;1;1;2;0;0
FRIDAY   ;11;7;6;1;1;1;2;0;0
WEDNESDAY;11;7;0;1;1;1;2;0;0
THURSDAY ;11;6;2;1;1;1;2;0;0
FRIDAY   ;11;6;8;1;1;1;1;0;0
SATURDAY ;11;6;2;1;2;1;2;0;0
SUNDAY   ;11;6;44;1;2;1;2;0;0
SUNDAY   ;11;7;0;1;1;1;1;0;0
FRIDAY   ;11;6;0;1;2;1;2;0;0
THURSDAY ;11;6;10;1;1;1;2;0;0
FRIDAY   ;11;6;4;1;2;1;2;0;0
SUNDAY   ;11;7;4;1;2;1;1;0;0
TUESDAY  ;12;7;1;1;2;1;1;0;0
THURSDAY ;11;7;6;1;2;1;1;0;0
SATURDAY ;11;6;5;1;2;1;2;0;0
TUESDAY  ;12;7;28;1;2;1;1;0;0
FRIDAY   ;11;6;36;1;2;1;2;0;0
FRIDAY   ;11;6;0;1;2;1;2;0;0
WEDNESDAY;12;7;5;1;2;1;1;0;0
FRIDAY   ;11;6;1;1;2;1;1;0;0
THURSDAY ;12;7;15;1;2;1;1;0;0
FRIDAY   ;12;6;36;1;2;1;1;1;0
FRIDAY   ;11;6;1;1;2;1;1;0;0
FRIDAY   ;12;6;12;1;2;1;2;0;0
MONDAY   ;12;1;3;1;2;1;1;0;0
FRIDAY   ;11;6;2;1;3;1;1;0;0
FRIDAY   ;12;6;32;1;2;1;2;0;0
TUESDAY  ;11;7;1;1;2;1;1;0;0
MONDAY   ;11;6;0;1;2;1;2;0;0
MONDAY   ;11;6;0;1;2;1;2;0;0
WEDNESDAY;11;6;54;1;3;1;1;0;0
THURSDAY ;11;6;30;1;2;1;2;0;0
SATURDAY ;11;7;37;1;3;1;2;0;0
MONDAY   ;12;7;25;1;3;1;2;0;0
THURSDAY ;11;6;30;1;2;1;1;0;0
SATURDAY ;12;6;43;1;2;1;1;0;0
SATURDAY ;12;6;43;1;2;1;1;0;0
MONDAY   ;11;7;7;1;2;1;1;0;0
WEDNESDAY;12;13;21;1;2;1;1;0;0
THURSDAY ;11;6;1;1;3;1;2;0;0
WEDNESDAY;12;7;1;1;3;1;1;0;0
SATURDAY ;11;7;4;1;3;1;2;0;0
TUESDAY  ;10;7;21;1;4;1;2;0;0
WEDNESDAY;12;7;16;1;4;1;2;0;0
SUNDAY   ;12;6;26;1;3;1;2;0;0
WEDNESDAY;11;7;30;1;3;1;1;0;0
WEDNESDAY;12;7;2;1;3;1;3;0;0
THURSDAY ;11;6;4;1;3;1;1;0;0
WEDNESDAY;10;7;25;1;4;1;2;0;0
FRIDAY   ;11;6;14;1;3;1;2;0;0
SATURDAY ;12;6;38;1;2;1;1;0;0
FRIDAY   ;12;6;54;1;4;1;2;0;0
MONDAY   ;11;6;7;1;3;1;2;0;0
TUESDAY  ;1;13;34;1;1;1;1;0;0
MONDAY   ;2;13;45;1;2;1;1;0;0
MONDAY   ;1;13;20;1;1;1;1;0;0
WEDNESDAY;1;13;8;1;1;1;1;0;0
THURSDAY ;1;13;10;1;2;1;1;0;0
TUESDAY  ;2;13;22;1;1;1;1;0;0
WEDNESDAY;1;13;16;1;2;1;1;0;0
MONDAY   ;1;13;7;1;2;1;1;0;0
WEDNESDAY;1;13;0;1;1;1;1;0;0
MONDAY   ;2;13;3;1;1;1;1;0;0
TUESDAY  ;2;13;21;1;3;1;1;0;0
SATURDAY ;9;1;253;1;3;1;2;0;0
TUESDAY  ;8;6;61;1;1;1;2;0;0
MONDAY   ;7;13;10;1;1;1;1;0;0
MONDAY   ;9;13;6;1;1;1;1;0;0
TUESDAY  ;9;13;12;1;1;1;1;0;0
THURSDAY ;3;13;13;1;2;1;1;0;0
FRIDAY   ;9;6;47;1;2;1;2;0;0
FRIDAY   ;7;6;55;1;2;1;3;0;0
WEDNESDAY;12;6;56;1;1;1;2;0;0
MONDAY   ;6;6;9;1;1;1;1;0;0
THURSDAY ;7;6;47;1;2;1;2;0;0
WEDNESDAY;7;6;17;1;1;1;2;0;0
MONDAY   ;8;6;186;1;4;1;2;0;0
TUESDAY  ;8;6;71;1;2;1;2;0;0
WEDNESDAY;11;6;35;1;1;1;1;0;0
WEDNESDAY;9;6;0;1;1;1;2;0;0
SUNDAY   ;9;6;68;1;2;1;2;0;0
MONDAY   ;7;6;29;1;1;1;2;0;0
TUESDAY  ;8;6;8;1;3;1;2;0;0
SATURDAY ;5;6;10;1;1;1;2;0;0
SUNDAY   ;4;6;31;1;7;1;2;0;0
FRIDAY   ;5;6;36;1;2;1;2;0;0
WEDNESDAY;9;6;56;1;1;1;2;0;0
SUNDAY   ;3;6;20;1;1;1;2;0;0
TUESDAY  ;7;6;46;1;3;1;3;0;0
WEDNESDAY;8;6;98;1;2;1;2;1;0
SUNDAY   ;10;6;155;1;3;1;2;0;0
SUNDAY   ;8;6;40;1;4;1;2;0;0
TUESDAY  ;8;6;15;1;1;1;2;0;0
MONDAY   ;7;6;137;1;4;1;2;0;0
WEDNESDAY;6;13;78;1;2;1;1;0;0
FRIDAY   ;10;7;11;1;6;1;2;0;0
TUESDAY  ;10;7;1;1;1;1;2;0;0
MONDAY   ;2;13;0;1;1;1;1;0;0
SUNDAY   ;4;7;6;1;5;1;1;0;0
FRIDAY   ;12;6;90;1;2;1;2;0;0
FRIDAY   ;10;6;41;1;1;1;2;0;0
FRIDAY   ;5;7;9;1;1;1;1;0;0
WEDNESDAY;10;7;58;1;3;1;2;0;0
FRIDAY   ;9;6;26;1;3;1;2;0;0
WEDNESDAY;6;6;22;1;3;1;2;0;0
TUESDAY  ;1;7;43;1;5;1;1;0;0
TUESDAY  ;5;6;34;1;4;1;2;0;0
MONDAY   ;6;7;111;1;2;1;1;0;0
FRIDAY   ;9;7;24;1;3;1;2;0;0
SUNDAY   ;5;7;31;1;3;1;2;0;0
SATURDAY ;5;6;6;1;1;1;2;0;0
WEDNESDAY;9;7;23;1;3;1;1;0;0
THURSDAY ;9;7;6;1;4;1;1;2;0
SUNDAY   ;7;6;9;1;3;1;2;0;0
THURSDAY ;8;6;128;1;3;1;2;0;0
SATURDAY ;2;7;10;1;1;1;1;0;0
FRIDAY   ;2;6;1;1;2;1;2;0;0
TUESDAY  ;9;7;7;1;1;1;1;0;0
THURSDAY ;8;7;9;1;1;1;2;0;0
THURSDAY ;4;7;7;1;2;1;1;0;0
FRIDAY   ;3;7;17;1;4;1;2;0;0
FRIDAY   ;3;7;0;1;2;1;2;0;0
SATURDAY ;3;7;24;1;7;1;2;1;0
WEDNESDAY;6;7;29;1;3;1;1;0;0
THURSDAY ;5;7;93;1;1;1;1;0;0
WEDNESDAY;5;13;3;1;1;1;1;0;0
TUESDAY  ;4;7;71;1;5;1;2;0;0
SATURDAY ;9;7;22;1;1;1;1;0;0
MONDAY   ;4;6;3;1;1;1;1;0;0
TUESDAY  ;4;7;200;1;4;1;2;0;0
TUESDAY  ;10;13;14;1;3;1;1;0;0
MONDAY   ;9;13;23;1;2;1;1;0;0
FRIDAY   ;7;7;0;1;2;1;2;0;0
SUNDAY   ;7;7;20;1;5;1;2;1;0
SATURDAY ;9;6;0;1;1;1;2;0;0
THURSDAY ;2;7;3;1;2;1;1;0;0
WEDNESDAY;7;13;33;1;1;1;2;0;0
WEDNESDAY;1;7;1;1;3;1;1;0;0
SATURDAY ;12;6;140;1;4;1;2;0;0
SATURDAY ;4;7;0;1;1;1;2;0;0
WEDNESDAY;7;7;6;1;3;1;2;0;0
WEDNESDAY;9;6;52;1;4;1;2;0;0
MONDAY   ;3;13;6;1;2;1;1;0;0
MONDAY   ;6;6;49;1;1;1;2;0;0
SATURDAY ;3;6;60;1;1;1;2;0;0
SATURDAY ;6;7;18;1;1;1;2;0;0
TUESDAY  ;10;7;6;1;3;1;1;0;0
SUNDAY   ;8;6;10;1;1;1;2;0;0
FRIDAY   ;4;7;44;1;4;1;2;0;0
MONDAY   ;3;6;19;1;2;1;2;0;0
TUESDAY  ;4;7;14;1;5;1;1;0;0
SATURDAY ;10;13;86;1;1;1;1;0;0
FRIDAY   ;2;7;35;1;2;1;2;0;0
THURSDAY ;4;7;10;1;2;1;1;0;0
WEDNESDAY;9;6;14;1;2;1;2;0;0
SUNDAY   ;1;7;0;1;2;1;1;0;0
MONDAY   ;3;7;3;1;1;1;1;0;0
TUESDAY  ;2;7;35;1;4;1;2;0;0
FRIDAY   ;3;7;0;1;2;1;1;0;0
WEDNESDAY;1;7;2;1;5;1;1;0;0
SUNDAY   ;2;7;3;1;1;1;1;0;0
WEDNESDAY;3;7;55;1;4;1;2;0;0
SATURDAY ;9;7;65;1;4;1;1;0;0
TUESDAY  ;6;7;48;1;4;1;1;0;0
WEDNESDAY;6;7;36;1;1;1;1;0;0
WEDNESDAY;10;7;20;1;3;1;1;0;0
FRIDAY   ;2;7;8;1;1;1;2;0;0
WEDNESDAY;5;13;5;1;1;1;1;0;0
THURSDAY ;5;7;29;1;7;1;2;0;0
MONDAY   ;1;7;27;1;1;1;1;0;0
WEDNESDAY;2;7;0;1;5;1;2;0;0
THURSDAY ;3;13;9;1;1;1;1;0;0
SUNDAY   ;9;7;5;1;5;1;2;0;0
FRIDAY   ;9;7;9;1;6;1;1;0;0
SUNDAY   ;3;6;2;1;1;1;2;0;0
SATURDAY ;7;7;8;1;2;1;2;0;0
MONDAY   ;9;7;13;1;1;1;1;0;0
THURSDAY ;5;13;13;1;1;1;1;0;0
MONDAY   ;9;7;0;1;1;1;1;0;0
TUESDAY  ;3;6;56;1;1;1;1;0;0
MONDAY   ;7;6;36;1;3;1;2;0;0
THURSDAY ;6;6;5;1;3;1;3;0;0
WEDNESDAY;4;7;13;1;2;1;1;0;0
FRIDAY   ;1;7;48;1;5;1;2;0;0
WEDNESDAY;3;6;1;1;1;1;1;0;0
WEDNESDAY;8;7;2;1;4;1;2;0;0
TUESDAY  ;1;7;8;1;1;1;1;0;0
SATURDAY ;3;6;1;1;1;1;1;0;0
WEDNESDAY;4;6;31;1;4;1;1;0;0
MONDAY   ;6;6;22;1;1;1;2;0;0
TUESDAY  ;9;13;33;1;1;1;1;0;0
TUESDAY  ;3;6;4;1;3;1;2;0;0
SATURDAY ;8;6;49;1;3;1;3;0;0
SUNDAY   ;2;7;2;1;1;1;1;0;0
THURSDAY ;8;7;1;1;2;1;2;0;0
WEDNESDAY;7;7;11;1;2;1;2;0;0
THURSDAY ;9;7;1;1;7;1;1;0;0
FRIDAY   ;3;7;0;1;2;1;1;0;0
TUESDAY  ;10;6;158;1;4;1;2;0;0
THURSDAY ;8;7;10;1;4;1;1;0;0
SATURDAY ;9;6;10;1;1;1;2;0;0
SUNDAY   ;4;7;4;1;6;1;1;0;0
SUNDAY   ;5;7;17;1;3;1;1;0;0
THURSDAY ;5;7;118;1;7;1;2;0;0
WEDNESDAY;1;7;7;1;2;1;1;0;0
TUESDAY  ;4;7;12;1;4;1;2;0;0
WEDNESDAY;7;7;9;1;4;1;1;0;0
SATURDAY ;3;6;0;1;1;1;2;0;0
MONDAY   ;1;7;52;1;2;1;2;0;0
SATURDAY ;2;6;13;1;1;1;2;0;0
FRIDAY   ;3;7;24;1;2;1;2;0;0
THURSDAY ;10;7;13;1;1;1;1;0;0
FRIDAY   ;8;6;29;1;1;1;2;0;0
TUESDAY  ;10;7;6;1;4;1;2;0;0
THURSDAY ;5;13;3;1;1;1;1;0;0
FRIDAY   ;1;7;1;1;2;1;1;0;0
WEDNESDAY;7;6;58;1;5;1;2;1;0
SUNDAY   ;7;7;5;1;4;1;1;0;0
MONDAY   ;3;7;0;1;7;1;1;0;0
SUNDAY   ;1;7;31;1;1;1;1;0;0
WEDNESDAY;5;7;49;1;3;1;2;0;0
TUESDAY  ;9;6;36;1;1;1;2;0;0
SUNDAY   ;7;7;3;1;6;1;1;0;0
WEDNESDAY;7;7;16;1;5;1;2;0;0
THURSDAY ;4;7;16;1;1;1;1;0;0
FRIDAY   ;3;6;7;1;2;1;2;0;0
FRIDAY   ;9;7;16;1;1;1;1;0;0
WEDNESDAY;5;6;0;1;1;1;2;0;0
TUESDAY  ;8;7;17;1;2;1;2;0;0
FRIDAY   ;8;7;31;1;2;1;2;1;0
SATURDAY ;1;7;5;1;2;1;1;0;0
MONDAY   ;1;7;51;1;1;1;2;0;0
WEDNESDAY;5;6;35;1;4;1;2;1;0
SATURDAY ;9;6;48;1;1;1;2;0;0
WEDNESDAY;1;7;5;1;3;1;2;0;0
SATURDAY ;10;7;3;1;2;1;2;0;0
SUNDAY   ;7;7;20;1;3;1;1;0;0
FRIDAY   ;7;7;84;1;4;1;2;1;0
TUESDAY  ;2;6;19;1;2;1;1;0;0
SATURDAY ;6;7;0;1;3;1;2;0;0
TUESDAY  ;4;6;3;1;1;1;1;0;0
FRIDAY   ;4;7;11;1;1;1;1;0;0
TUESDAY  ;5;7;0;1;1;1;1;0;0
WEDNESDAY;2;7;20;1;7;1;3;0;0
SATURDAY ;9;6;2;1;1;1;2;0;0
WEDNESDAY;1;7;14;1;8;1;2;0;0
THURSDAY ;2;6;3;1;1;1;1;0;0
SUNDAY   ;7;7;4;1;2;1;1;0;0
SUNDAY   ;6;7;3;1;4;1;1;0;0
TUESDAY  ;3;7;4;1;5;1;2;1;0
SUNDAY   ;1;7;31;1;1;1;1;0;0
WEDNESDAY;5;13;12;1;2;1;1;0;0
SUNDAY   ;5;6;32;1;2;1;2;0;0
TUESDAY  ;1;7;0;1;1;1;2;0;0
MONDAY   ;4;7;12;1;13;1;2;0;0
MONDAY   ;2;7;14;1;1;1;2;1;0
SUNDAY   ;2;7;3;1;3;1;1;0;0
WEDNESDAY;8;6;55;1;2;1;2;0;0
TUESDAY  ;4;7;1;1;1;1;1;0;0
WEDNESDAY;1;7;44;1;3;1;1;0;0
SUNDAY   ;10;7;34;1;2;1;1;0;0
WEDNESDAY;6;6;25;1;2;1;2;0;0
MONDAY   ;6;7;1;1;1;1;1;0;0
FRIDAY   ;10;7;80;1;2;1;1;0;0
TUESDAY  ;6;6;53;1;3;1;2;0;0
MONDAY   ;10;7;5;1;3;1;1;0;0
THURSDAY ;10;7;20;1;3;1;2;0;0
MONDAY   ;7;6;0;1;2;1;2;1;0
FRIDAY   ;9;7;9;1;5;1;1;0;0
SUNDAY   ;4;6;5;1;1;1;1;0;0
SUNDAY   ;9;7;26;1;2;1;2;0;0
SATURDAY ;9;7;0;1;1;1;1;0;0
THURSDAY ;3;7;0;1;1;1;1;0;0
WEDNESDAY;10;7;5;1;3;1;1;0;0
SUNDAY   ;7;7;45;1;3;1;2;2;0
SUNDAY   ;5;6;116;1;4;1;2;0;0
MONDAY   ;2;6;8;1;1;1;2;0;0
MONDAY   ;10;7;11;1;2;1;2;0;0
FRIDAY   ;1;7;113;1;8;1;2;0;0
FRIDAY   ;8;6;31;1;3;1;2;0;0
WEDNESDAY;2;7;0;1;3;1;1;0;0
SATURDAY ;3;7;5;1;4;1;1;0;0
THURSDAY ;3;6;0;1;3;1;2;0;0
TUESDAY  ;6;13;35;1;8;1;1;0;0
MONDAY   ;2;7;0;1;1;1;2;0;0
MONDAY   ;5;6;0;1;1;1;2;0;0
MONDAY   ;5;6;6;1;1;1;1;0;0
WEDNESDAY;10;13;9;1;1;1;1;0;0
FRIDAY   ;8;6;1;1;2;1;2;0;0
SATURDAY ;6;7;10;1;3;1;1;0;0
THURSDAY ;2;7;2;1;1;1;2;0;0
MONDAY   ;4;7;0;1;3;1;1;0;0
SUNDAY   ;9;3;34;1;6;1;1;0;0
THURSDAY ;9;7;8;1;1;1;1;0;0
SATURDAY ;7;7;29;1;1;1;1;0;0
MONDAY   ;10;7;21;1;4;1;2;0;0
TUESDAY  ;8;7;1;1;2;1;2;0;0
MONDAY   ;8;7;21;1;7;1;2;0;0
SATURDAY ;3;7;11;1;12;1;1;0;0
MONDAY   ;4;13;3;1;1;1;1;0;0
SATURDAY ;2;7;3;1;2;1;1;0;0
WEDNESDAY;5;6;12;1;1;1;1;0;0
MONDAY   ;5;6;6;1;1;1;1;0;0
TUESDAY  ;6;7;36;1;1;1;1;0;0
WEDNESDAY;4;7;8;1;4;1;1;0;0
