,adults,children,leaddays,lengthofstay,arrivaldateweekday,channel,language,currency,cluster,Predicted_Cluster
27700,1,2000,7,7,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27701,1,2000,7,7,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27702,1,2000,7,7,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27703,1,2000,7,7,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27704,1,2000,400,3,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27705,1,2000,400,3,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27706,1,2000,400,3,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27707,1,2000,400,3,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27708,1,2000,400,7,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27709,1,2000,400,7,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27710,1,2000,400,7,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27711,1,2000,400,7,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27712,2000,1,7,3,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27713,2000,1,7,3,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27714,2000,1,7,3,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27715,2000,1,7,3,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27716,2000,1,7,7,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27717,2000,1,7,7,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27718,2000,1,7,7,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27719,2000,1,7,7,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27720,2000,1,400,3,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27721,2000,1,400,3,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27722,2000,1,400,3,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27723,2000,1,400,3,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27724,2000,1,400,7,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27725,2000,1,400,7,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27726,2000,1,400,7,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27727,2000,1,400,7,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27728,2000,2000,7,3,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27729,2000,2000,7,3,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27730,2000,2000,7,3,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27731,2000,2000,7,3,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27732,2000,2000,7,7,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27733,2000,2000,7,7,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27734,2000,2000,7,7,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27735,2000,2000,7,7,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27736,2000,2000,400,3,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27737,2000,2000,400,3,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27738,2000,2000,400,3,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27739,2000,2000,400,3,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27740,2000,2000,400,7,friday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27741,2000,2000,400,7,friday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27742,2000,2000,400,7,saturday,web,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27743,2000,2000,400,7,saturday,sbe,en-us,usd,LeisureFamilyVacation,leisurefamilyvacation
27744,1,1,0,3,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27745,1,1,0,3,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27746,1,1,0,3,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27747,1,1,0,3,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27748,1,1,0,7,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27749,1,1,0,7,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27750,1,1,0,7,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27751,1,1,0,7,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27752,1,1,6,3,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27753,1,1,6,3,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27754,1,1,6,3,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27755,1,1,6,3,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27756,1,1,6,7,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27757,1,1,6,7,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27758,1,1,6,7,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27759,1,1,6,7,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27760,1,2000,0,3,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27761,1,2000,0,3,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27762,1,2000,0,3,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27763,1,2000,0,3,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27764,1,2000,0,7,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27765,1,2000,0,7,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27766,1,2000,0,7,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27767,1,2000,0,7,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27768,1,2000,6,3,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27769,1,2000,6,3,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27770,1,2000,6,3,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27771,1,2000,6,3,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27772,1,2000,6,7,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27773,1,2000,6,7,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27774,1,2000,6,7,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27775,1,2000,6,7,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27776,2000,1,0,3,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27777,2000,1,0,3,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27778,2000,1,0,3,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27779,2000,1,0,3,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27780,2000,1,0,7,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27781,2000,1,0,7,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27782,2000,1,0,7,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27783,2000,1,0,7,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27784,2000,1,6,3,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27785,2000,1,6,3,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27786,2000,1,6,3,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27787,2000,1,6,3,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27788,2000,1,6,7,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27789,2000,1,6,7,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27790,2000,1,6,7,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27791,2000,1,6,7,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27792,2000,2000,0,3,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27793,2000,2000,0,3,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27794,2000,2000,0,3,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27795,2000,2000,0,3,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27796,2000,2000,0,7,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27797,2000,2000,0,7,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27798,2000,2000,0,7,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27799,2000,2000,0,7,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27800,2000,2000,6,3,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27801,2000,2000,6,3,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27802,2000,2000,6,3,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27803,2000,2000,6,3,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27804,2000,2000,6,7,friday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27805,2000,2000,6,7,friday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27806,2000,2000,6,7,saturday,web,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27807,2000,2000,6,7,saturday,sbe,en-us,usd,SuddenLeisureFamilyVacation,suddenleisurefamilyvacation
27808,1,1,7,1,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27809,1,1,7,1,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27810,1,1,7,1,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27811,1,1,7,1,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27812,1,1,7,2,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27813,1,1,7,2,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27814,1,1,7,2,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27815,1,1,7,2,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27816,1,1,400,1,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27817,1,1,400,1,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27818,1,1,400,1,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27819,1,1,400,1,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27820,1,1,400,2,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27821,1,1,400,2,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27822,1,1,400,2,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27823,1,1,400,2,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27824,1,2000,7,1,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27825,1,2000,7,1,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27826,1,2000,7,1,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27827,1,2000,7,1,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27828,1,2000,7,2,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27829,1,2000,7,2,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27830,1,2000,7,2,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27831,1,2000,7,2,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27832,1,2000,400,1,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27833,1,2000,400,1,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27834,1,2000,400,1,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27835,1,2000,400,1,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27836,1,2000,400,2,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27837,1,2000,400,2,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27838,1,2000,400,2,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27839,1,2000,400,2,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27840,2000,1,7,1,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27841,2000,1,7,1,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27842,2000,1,7,1,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27843,2000,1,7,1,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27844,2000,1,7,2,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27845,2000,1,7,2,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27846,2000,1,7,2,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27847,2000,1,7,2,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27848,2000,1,400,1,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27849,2000,1,400,1,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27850,2000,1,400,1,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27851,2000,1,400,1,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27852,2000,1,400,2,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27853,2000,1,400,2,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27854,2000,1,400,2,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27855,2000,1,400,2,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27856,2000,2000,7,1,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27857,2000,2000,7,1,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27858,2000,2000,7,1,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27859,2000,2000,7,1,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27860,2000,2000,7,2,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27861,2000,2000,7,2,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27862,2000,2000,7,2,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27863,2000,2000,7,2,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27864,2000,2000,400,1,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27865,2000,2000,400,1,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27866,2000,2000,400,1,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27867,2000,2000,400,1,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27868,2000,2000,400,2,friday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27869,2000,2000,400,2,friday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27870,2000,2000,400,2,saturday,web,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27871,2000,2000,400,2,saturday,sbe,en-us,usd,LeisureFamilyGetaway,leisurefamilygetaway
27872,1,1,1,1,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27873,1,1,1,1,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27874,1,1,1,1,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27875,1,1,1,1,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27876,1,1,1,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27877,1,1,1,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27878,1,1,1,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27879,1,1,1,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27880,1,1,6,1,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27881,1,1,6,1,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27882,1,1,6,1,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27883,1,1,6,1,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27884,1,1,6,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27885,1,1,6,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27886,1,1,6,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27887,1,1,6,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27888,1,2000,1,1,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27889,1,2000,1,1,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27890,1,2000,1,1,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27891,1,2000,1,1,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27892,1,2000,1,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27893,1,2000,1,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27894,1,2000,1,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27895,1,2000,1,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27896,1,2000,6,1,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27897,1,2000,6,1,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27898,1,2000,6,1,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27899,1,2000,6,1,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27900,1,2000,6,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27901,1,2000,6,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27902,1,2000,6,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27903,1,2000,6,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27904,2000,1,1,1,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27905,2000,1,1,1,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27906,2000,1,1,1,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27907,2000,1,1,1,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27908,2000,1,1,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27909,2000,1,1,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27910,2000,1,1,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27911,2000,1,1,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27912,2000,1,6,1,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27913,2000,1,6,1,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27914,2000,1,6,1,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27915,2000,1,6,1,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27916,2000,1,6,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27917,2000,1,6,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27918,2000,1,6,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27919,2000,1,6,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27920,2000,2000,1,1,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27921,2000,2000,1,1,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27922,2000,2000,1,1,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27923,2000,2000,1,1,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27924,2000,2000,1,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27925,2000,2000,1,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27926,2000,2000,1,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27927,2000,2000,1,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27928,2000,2000,6,1,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27929,2000,2000,6,1,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27930,2000,2000,6,1,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27931,2000,2000,6,1,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27932,2000,2000,6,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27933,2000,2000,6,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27934,2000,2000,6,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27935,2000,2000,6,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27936,1,1,0,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27937,1,1,0,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27938,1,1,0,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27939,1,1,0,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27940,1,1,0,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27941,1,1,0,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27942,1,1,0,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27943,1,1,0,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27944,1,1,0,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27945,1,1,0,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27946,1,1,0,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27947,1,1,0,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27948,1,1,0,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27949,1,1,0,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27950,1,1,0,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27951,1,1,0,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27952,1,2000,0,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27953,1,2000,0,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27954,1,2000,0,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27955,1,2000,0,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27956,1,2000,0,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27957,1,2000,0,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27958,1,2000,0,2,saturday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27959,1,2000,0,2,saturday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27960,1,2000,0,2,friday,web,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
27961,1,2000,0,2,friday,sbe,en-us,usd,SuddenLeisureFamilyGetaway,suddenleisurefamilygetaway
