ArrivalDate-Weekday;Arrival-Month;LeadDays;nights-qty;room-qty;adult-qty;child-qty;infant-qty;rm-class-id
WEDNESDAY;10;12;3;1;1;0;0;3
WEDNESDAY;1;6;3;1;1;0;0;3
THURSDAY ;3;62;2;1;1;0;0;0
SUNDAY   ;6;4;5;1;1;0;0;3
FRIDAY   ;6;7;7;1;1;0;0;3
SUNDAY   ;3;0;1;1;1;0;0;3
MONDAY   ;4;27;5;1;2;1;0;3
MONDAY   ;4;13;2;1;1;0;0;3
SATURDAY ;4;16;3;1;2;0;0;3
THURSDAY ;3;0;1;1;2;0;0;3
FRIDAY   ;5;32;3;1;2;0;0;3
SATURDAY ;5;41;1;1;2;0;0;3
SATURDAY ;6;18;1;1;2;1;0;3
WEDNESDAY;4;1;1;1;1;0;0;3
SUNDAY   ;9;67;7;1;1;0;0;3
THURSDAY ;1;15;2;1;1;0;0;3
TUESDAY  ;6;0;7;1;1;0;0;3
FRIDAY   ;10;24;4;1;2;0;0;3
WEDNESDAY;4;1;2;1;2;0;0;3
SATURDAY ;12;81;5;1;2;0;0;3
THURSDAY ;3;28;3;1;2;0;0;3
SUNDAY   ;12;41;5;1;1;0;0;3
SUNDAY   ;5;17;2;1;2;0;0;3
SATURDAY ;11;47;4;1;1;0;0;3
SUNDAY   ;10;59;2;1;2;0;0;3
WEDNESDAY;8;29;2;1;2;0;0;3
THURSDAY ;7;38;7;1;2;0;0;3
FRIDAY   ;6;27;3;1;2;0;0;3
MONDAY   ;4;2;2;1;2;0;0;3
THURSDAY ;4;14;4;1;2;0;0;3
MONDAY   ;4;19;7;1;1;0;0;3
WEDNESDAY;8;46;5;1;2;0;0;3
FRIDAY   ;3;55;3;1;2;0;0;0
TUESDAY  ;9;68;5;1;2;0;0;3
TUESDAY  ;3;8;3;1;2;0;0;0
MONDAY   ;1;53;5;1;1;1;0;3
SUNDAY   ;1;11;5;1;2;0;0;3
SATURDAY ;1;45;7;1;2;0;0;3
MONDAY   ;3;1;3;1;1;0;0;3
TUESDAY  ;7;47;7;1;2;0;0;3
FRIDAY   ;1;42;6;1;2;0;0;0
MONDAY   ;8;1;4;1;1;0;0;3
FRIDAY   ;8;43;2;1;2;0;0;3
SATURDAY ;10;31;4;1;2;0;0;3
MONDAY   ;4;6;2;1;1;0;0;3
SATURDAY ;5;1;2;1;2;0;0;3
WEDNESDAY;5;26;3;1;2;0;0;3
FRIDAY   ;6;25;2;1;2;0;0;3
WEDNESDAY;2;2;4;1;2;0;0;0
FRIDAY   ;7;6;3;1;2;0;0;3
FRIDAY   ;9;67;5;1;1;0;0;3
FRIDAY   ;5;1;2;1;2;0;0;3
TUESDAY  ;6;45;4;1;1;0;0;3
THURSDAY ;12;142;6;1;2;0;0;3
FRIDAY   ;1;21;2;1;2;0;0;3
SUNDAY   ;3;7;3;1;1;0;0;3
SATURDAY ;1;2;5;1;2;0;0;3
TUESDAY  ;1;26;5;1;1;0;0;3
MONDAY   ;1;45;3;1;1;0;0;3
FRIDAY   ;3;55;3;1;2;0;0;0
TUESDAY  ;9;8;2;1;1;0;0;3
SATURDAY ;6;31;5;1;2;0;0;3
THURSDAY ;5;11;2;1;2;0;0;3
SATURDAY ;7;4;7;1;2;0;0;3
THURSDAY ;3;21;6;1;1;0;0;3
MONDAY   ;10;3;5;1;2;0;0;3
WEDNESDAY;9;1;3;1;2;0;0;3
THURSDAY ;7;23;6;1;2;0;0;3
FRIDAY   ;8;0;2;1;2;0;0;3
SUNDAY   ;11;40;2;1;1;0;0;3
FRIDAY   ;5;43;3;1;2;0;0;3
SATURDAY ;7;11;3;1;2;0;0;3
FRIDAY   ;4;1;5;1;2;0;0;3
FRIDAY   ;6;33;4;1;2;0;0;3
MONDAY   ;9;6;4;1;1;0;0;3
THURSDAY ;4;77;4;1;2;0;0;3
FRIDAY   ;10;21;2;1;2;0;0;3
FRIDAY   ;7;6;5;1;2;0;0;3
MONDAY   ;6;19;2;1;2;0;0;3
SATURDAY ;10;23;3;1;2;0;0;3
MONDAY   ;6;3;3;1;2;0;0;3
WEDNESDAY;6;12;2;1;2;0;0;3
SATURDAY ;11;15;7;1;3;0;0;3
THURSDAY ;5;0;3;1;2;0;0;3
FRIDAY   ;5;1;3;1;2;0;0;3
SUNDAY   ;2;10;3;1;1;0;0;3
MONDAY   ;6;18;5;1;2;0;0;3
TUESDAY  ;8;1;4;1;2;0;0;3
THURSDAY ;4;4;3;1;2;0;0;3
SUNDAY   ;6;18;7;1;2;1;0;3
WEDNESDAY;7;0;2;1;1;0;0;3
SUNDAY   ;9;34;2;1;2;0;0;3
FRIDAY   ;4;1;4;1;2;0;0;3
SUNDAY   ;8;0;4;1;2;0;0;3
FRIDAY   ;1;1;6;1;2;0;0;3
MONDAY   ;9;45;3;1;2;0;0;3
FRIDAY   ;6;2;2;1;2;0;0;3
FRIDAY   ;1;3;2;1;2;0;0;0
TUESDAY  ;9;12;6;1;1;0;0;3
SATURDAY ;7;38;3;1;2;1;0;3
SATURDAY ;1;5;3;1;2;0;0;0
SATURDAY ;7;33;4;1;2;0;0;3
TUESDAY  ;6;14;3;1;1;0;0;3
MONDAY   ;6;33;2;1;2;0;0;3
THURSDAY ;7;9;2;1;2;0;0;3
FRIDAY   ;2;1;2;1;2;0;0;3
MONDAY   ;2;7;2;1;1;0;0;3
FRIDAY   ;6;9;3;1;3;0;0;3
SATURDAY ;8;2;5;1;1;0;0;3
FRIDAY   ;4;1;2;1;2;0;0;3
FRIDAY   ;4;3;2;1;2;0;0;3
SATURDAY ;1;4;5;1;2;0;0;0
MONDAY   ;8;104;5;1;2;1;0;3
FRIDAY   ;7;14;3;1;1;0;0;3
SUNDAY   ;3;20;7;1;2;0;0;0
FRIDAY   ;5;2;6;1;2;0;0;3
FRIDAY   ;3;5;3;1;2;0;0;3
MONDAY   ;3;7;3;1;3;0;0;3
FRIDAY   ;6;31;3;1;2;0;0;3
SATURDAY ;5;1;4;1;2;0;0;3
THURSDAY ;8;12;7;1;2;0;0;3
SATURDAY ;8;11;4;1;2;0;0;3
WEDNESDAY;8;1;2;1;2;0;0;3
FRIDAY   ;3;1;4;1;2;0;0;3
THURSDAY ;10;21;4;1;2;0;0;3
FRIDAY   ;3;1;2;1;2;0;0;3
SUNDAY   ;2;26;4;1;2;0;0;0
THURSDAY ;6;17;5;1;1;0;0;3
MONDAY   ;5;11;5;1;1;0;0;3
FRIDAY   ;11;24;7;1;3;0;0;3
FRIDAY   ;5;3;3;1;2;0;0;3
SUNDAY   ;10;11;6;1;2;0;0;3
SUNDAY   ;9;20;4;1;1;0;0;3
TUESDAY  ;12;76;5;1;3;0;0;3
SUNDAY   ;5;19;4;1;2;0;0;3
SUNDAY   ;7;4;3;1;1;0;0;3
TUESDAY  ;2;5;5;1;2;0;0;0
TUESDAY  ;4;19;5;1;2;0;0;3
TUESDAY  ;8;29;6;1;2;1;0;3
WEDNESDAY;8;17;7;1;2;0;0;3
TUESDAY  ;6;21;5;1;2;0;0;3
FRIDAY   ;10;66;3;1;2;0;0;3
SATURDAY ;6;18;7;1;2;0;0;3
THURSDAY ;9;7;3;1;2;0;0;3
SATURDAY ;9;3;2;1;2;0;0;3
WEDNESDAY;1;2;3;1;1;0;0;3
SUNDAY   ;9;67;7;1;2;0;0;3
MONDAY   ;7;1;2;1;2;1;0;3
WEDNESDAY;8;77;3;1;2;0;0;3
SUNDAY   ;6;9;4;1;2;0;0;3
THURSDAY ;9;22;7;1;2;0;0;3
SUNDAY   ;9;75;3;1;2;0;0;3
SATURDAY ;7;31;6;1;2;1;0;3
MONDAY   ;7;10;7;1;2;0;0;3
FRIDAY   ;10;33;3;1;2;0;0;3
TUESDAY  ;4;48;4;1;2;0;0;3
THURSDAY ;6;2;2;1;2;0;0;3
SATURDAY ;5;11;2;1;1;0;0;3
SATURDAY ;4;5;7;1;2;1;0;3
SATURDAY ;10;16;3;1;1;0;0;3
THURSDAY ;5;29;2;1;2;0;0;3
SATURDAY ;6;3;3;1;1;0;0;3
THURSDAY ;9;9;4;1;2;0;0;3
FRIDAY   ;6;4;2;1;2;0;0;3
SATURDAY ;6;11;6;1;1;0;0;3
MONDAY   ;9;41;5;1;2;0;0;3
MONDAY   ;10;18;2;1;2;0;0;3
FRIDAY   ;2;30;3;1;2;0;0;0
TUESDAY  ;3;28;3;1;2;0;0;0
SATURDAY ;6;2;2;1;2;0;0;3
MONDAY   ;1;4;3;1;2;0;0;0
FRIDAY   ;5;10;2;1;2;0;0;3
WEDNESDAY;8;52;5;1;2;0;0;3
SATURDAY ;6;50;6;1;1;0;0;3
SATURDAY ;8;2;6;1;2;0;0;3
WEDNESDAY;5;23;5;1;3;0;0;3
THURSDAY ;1;3;5;1;2;0;0;3
SUNDAY   ;4;59;3;1;2;0;0;0
THURSDAY ;5;75;2;1;3;0;0;3
WEDNESDAY;8;35;6;1;2;1;0;3
THURSDAY ;10;97;4;1;1;0;0;3
TUESDAY  ;4;43;2;1;1;0;0;3
THURSDAY ;2;6;3;1;2;0;0;3
SATURDAY ;4;16;5;1;1;0;0;3
SATURDAY ;8;138;5;1;2;0;0;3
MONDAY   ;1;25;4;1;2;0;0;3
TUESDAY  ;3;14;7;1;1;0;0;0
SUNDAY   ;8;9;3;1;2;0;0;3
THURSDAY ;10;32;3;1;2;0;0;3
SATURDAY ;4;4;7;1;2;0;0;3
MONDAY   ;9;13;3;1;1;0;0;3
FRIDAY   ;10;106;4;1;2;0;0;3
MONDAY   ;5;21;5;1;2;0;0;3
SATURDAY ;5;4;7;1;1;0;0;3
SATURDAY ;3;27;3;1;2;0;0;0
MONDAY   ;3;2;2;1;1;0;0;3
SATURDAY ;5;17;13;1;1;0;0;3
TUESDAY  ;1;19;4;1;2;0;0;3
FRIDAY   ;7;0;3;1;2;0;0;3
WEDNESDAY;4;7;3;1;2;0;0;3
THURSDAY ;8;1;4;1;2;0;0;3
WEDNESDAY;10;35;2;1;1;0;0;3
FRIDAY   ;10;32;2;1;2;0;0;3
FRIDAY   ;4;12;3;1;2;0;0;3
MONDAY   ;7;4;3;1;2;0;0;3
FRIDAY   ;5;1;2;1;2;0;0;3
MONDAY   ;5;18;6;1;2;0;0;3
FRIDAY   ;9;23;2;1;2;0;0;3
FRIDAY   ;9;65;5;1;1;0;0;3
TUESDAY  ;8;7;3;1;2;0;0;3
MONDAY   ;4;48;7;1;2;0;0;0
SUNDAY   ;5;69;5;1;2;0;0;3
THURSDAY ;6;76;3;1;2;0;0;3
TUESDAY  ;6;4;6;1;2;0;0;3
TUESDAY  ;7;23;4;1;2;0;0;3
TUESDAY  ;5;4;3;1;2;0;0;3
TUESDAY  ;9;18;2;1;1;0;0;3
SATURDAY ;8;1;2;1;1;0;0;3
FRIDAY   ;4;2;2;1;1;0;0;3
SATURDAY ;7;25;5;1;2;1;0;3
FRIDAY   ;5;59;10;1;2;0;0;3
TUESDAY  ;10;102;3;1;2;0;0;3
SUNDAY   ;5;9;2;1;2;0;0;3
MONDAY   ;10;28;3;1;2;0;0;3
THURSDAY ;11;31;2;1;3;0;0;3
SUNDAY   ;12;42;5;1;2;0;0;3
FRIDAY   ;12;51;3;1;2;0;0;3
TUESDAY  ;12;19;3;1;2;0;0;3
THURSDAY ;12;25;4;1;2;0;0;3
SUNDAY   ;11;74;3;1;2;0;0;3
WEDNESDAY;12;22;4;1;1;0;0;3
WEDNESDAY;11;1;4;1;2;0;0;3
MONDAY   ;12;4;5;1;2;0;0;3
THURSDAY ;11;2;4;1;1;0;0;3
WEDNESDAY;12;7;4;1;2;0;0;3
SATURDAY ;11;33;4;1;2;0;0;3
TUESDAY  ;11;6;5;1;1;0;0;3
TUESDAY  ;11;6;5;1;1;0;0;3
MONDAY   ;12;4;4;1;2;0;0;3
TUESDAY  ;11;31;5;1;2;0;0;3
SUNDAY   ;11;31;5;1;2;0;0;3
SUNDAY   ;11;31;5;1;2;0;0;3
MONDAY   ;11;21;4;1;2;0;0;3
WEDNESDAY;12;49;5;1;1;1;0;3
SATURDAY ;12;47;3;1;2;0;0;3
THURSDAY ;12;46;5;1;2;0;0;3
SATURDAY ;11;44;6;1;2;0;0;3
WEDNESDAY;12;103;3;1;3;0;0;3
MONDAY   ;12;30;5;1;2;0;0;3
FRIDAY   ;12;8;6;1;2;0;0;3
SATURDAY ;12;32;5;1;2;1;0;3
THURSDAY ;12;33;5;1;2;0;0;3
THURSDAY ;12;31;6;1;1;0;0;3
THURSDAY ;11;8;6;1;1;0;0;3
MONDAY   ;12;39;6;1;2;0;0;3
SUNDAY   ;12;34;5;1;2;0;0;3
TUESDAY  ;10;1;7;1;2;0;0;3
MONDAY   ;12;23;6;1;1;0;0;3
FRIDAY   ;12;75;5;1;2;0;0;3
FRIDAY   ;11;18;7;1;2;0;0;3
THURSDAY ;11;19;5;1;1;0;0;3
SATURDAY ;12;13;7;1;2;0;0;3
TUESDAY  ;10;3;8;1;1;0;0;3
MONDAY   ;10;184;7;1;2;0;0;3
FRIDAY   ;12;49;6;1;2;0;0;3
SUNDAY   ;11;17;8;1;2;0;0;3
SATURDAY ;12;32;7;1;2;0;0;3
MONDAY   ;12;56;7;1;2;0;0;3
SATURDAY ;12;36;5;1;2;0;0;3
FRIDAY   ;12;44;6;1;3;0;0;3
FRIDAY   ;12;25;5;1;2;0;0;3
THURSDAY ;12;2;7;1;2;0;0;3
MONDAY   ;11;5;1;1;1;0;0;3
SATURDAY ;10;13;1;1;2;0;0;3
SATURDAY ;11;3;1;1;2;0;0;3
FRIDAY   ;12;0;1;1;2;0;0;3
SATURDAY ;10;13;1;1;2;0;0;3
TUESDAY  ;12;0;1;1;1;0;0;3
SUNDAY   ;11;3;1;1;2;0;0;3
WEDNESDAY;12;34;1;1;1;0;0;3
SUNDAY   ;12;6;1;1;1;0;0;3
SUNDAY   ;12;6;1;1;1;0;0;3
TUESDAY  ;11;12;1;1;1;0;0;3
THURSDAY ;12;1;1;1;1;0;0;3
MONDAY   ;11;70;1;1;1;0;0;3
TUESDAY  ;12;19;1;1;1;0;0;3
SATURDAY ;12;0;1;1;2;0;0;3
TUESDAY  ;11;4;1;1;1;0;0;3
WEDNESDAY;12;0;1;1;2;0;0;3
SUNDAY   ;12;16;1;1;1;0;0;3
WEDNESDAY;12;26;1;1;1;0;0;3
WEDNESDAY;11;6;1;1;1;0;0;3
SATURDAY ;11;0;1;1;1;0;0;3
WEDNESDAY;11;19;1;1;1;0;0;3
TUESDAY  ;11;8;1;1;1;0;0;3
THURSDAY ;11;6;1;1;1;0;0;3
WEDNESDAY;12;13;1;1;1;0;0;3
SATURDAY ;12;151;1;1;1;0;0;3
THURSDAY ;12;1;1;1;1;0;0;3
WEDNESDAY;11;14;1;1;2;0;0;3
THURSDAY ;11;10;1;1;2;0;0;3
WEDNESDAY;12;6;1;1;1;0;0;3
SATURDAY ;12;0;1;1;2;1;0;3
TUESDAY  ;10;4;1;1;1;0;0;3
TUESDAY  ;11;0;1;1;1;0;0;3
MONDAY   ;11;0;1;1;2;0;0;3
THURSDAY ;12;3;1;1;1;0;0;3
TUESDAY  ;11;4;1;1;1;0;0;3
FRIDAY   ;11;1;2;1;2;0;0;3
THURSDAY ;12;8;2;1;1;0;0;3
SATURDAY ;11;2;2;1;2;0;0;3
MONDAY   ;12;1;2;1;1;0;0;3
THURSDAY ;12;6;2;1;1;0;0;3
SUNDAY   ;12;40;2;1;1;0;0;3
SUNDAY   ;12;40;2;1;1;0;0;3
FRIDAY   ;11;7;2;1;2;0;0;3
FRIDAY   ;11;1;2;1;1;0;0;3
THURSDAY ;11;34;2;1;1;0;0;3
TUESDAY  ;12;0;2;1;1;0;0;3
SUNDAY   ;12;19;2;1;1;0;0;3
SATURDAY ;12;34;2;1;1;0;0;3
WEDNESDAY;12;22;2;1;1;0;0;3
MONDAY   ;12;0;2;1;2;0;0;3
SATURDAY ;12;3;2;1;2;0;0;3
TUESDAY  ;12;42;2;1;1;0;0;3
WEDNESDAY;12;5;2;1;1;0;0;3
THURSDAY ;12;15;2;1;1;0;0;3
THURSDAY ;11;25;2;1;2;1;0;3
MONDAY   ;11;10;2;1;2;0;0;3
WEDNESDAY;11;14;2;1;1;0;0;3
SUNDAY   ;11;32;2;1;2;0;0;3
MONDAY   ;12;5;2;1;2;1;0;3
WEDNESDAY;11;5;2;1;1;0;0;3
MONDAY   ;12;2;1;1;2;1;0;3
WEDNESDAY;12;51;3;1;2;0;0;3
SUNDAY   ;10;0;2;1;2;0;0;3
THURSDAY ;12;15;3;1;2;0;0;3
MONDAY   ;11;7;2;1;1;0;0;3
TUESDAY  ;12;9;2;1;1;0;0;3
THURSDAY ;11;89;3;1;2;0;0;3
WEDNESDAY;12;163;2;1;1;1;0;3
THURSDAY ;11;29;2;1;1;0;0;3
SATURDAY ;12;44;3;1;2;0;0;3
SATURDAY ;12;44;3;1;2;0;0;3
THURSDAY ;11;1;2;1;3;0;0;3
THURSDAY ;12;6;3;1;1;0;0;3
THURSDAY ;12;6;3;1;1;0;0;3
WEDNESDAY;11;0;2;1;2;0;0;3
TUESDAY  ;12;14;2;1;3;0;0;3
SATURDAY ;11;6;3;1;2;0;0;3
WEDNESDAY;11;7;3;1;1;0;0;3
WEDNESDAY;11;7;3;1;1;0;0;3
SATURDAY ;12;45;2;1;2;0;0;3
TUESDAY  ;11;323;3;1;1;0;0;3
SUNDAY   ;10;18;3;1;2;0;0;3
SATURDAY ;11;2;3;1;2;0;0;3
WEDNESDAY;12;41;4;1;2;0;0;3
THURSDAY ;11;0;3;1;2;0;0;3
WEDNESDAY;11;16;3;1;2;0;0;3
FRIDAY   ;11;27;3;1;2;0;0;3
WEDNESDAY;12;1;2;1;2;0;0;3
THURSDAY ;12;23;2;1;1;1;0;3
SATURDAY ;12;48;3;1;2;0;0;3
TUESDAY  ;12;54;3;1;2;0;0;3
SUNDAY   ;11;21;2;1;2;0;0;3
FRIDAY   ;11;4;3;1;1;0;0;3
THURSDAY ;11;4;3;1;1;0;0;3
FRIDAY   ;11;47;2;1;2;0;0;3
THURSDAY ;11;7;4;1;2;0;0;3
SUNDAY   ;11;31;3;1;1;0;0;3
FRIDAY   ;11;4;4;1;2;0;0;3
TUESDAY  ;11;7;2;1;1;0;0;3
THURSDAY ;12;53;4;1;2;0;0;3
MONDAY   ;12;31;4;1;1;0;0;3
MONDAY   ;11;7;3;1;2;0;0;3
SUNDAY   ;12;6;2;1;2;0;0;3
MONDAY   ;1;62;9;1;2;0;0;3
MONDAY   ;1;68;1;1;1;0;0;3
TUESDAY  ;1;27;5;1;1;0;0;3
MONDAY   ;1;28;4;1;1;0;0;3
MONDAY   ;1;33;2;1;1;0;0;3
THURSDAY ;1;25;1;1;2;0;0;3
SUNDAY   ;2;45;1;1;2;0;0;3
MONDAY   ;1;12;2;1;1;0;0;3
SATURDAY ;1;0;3;1;2;0;0;3
SATURDAY ;1;0;3;1;2;0;0;3
MONDAY   ;1;0;1;1;2;0;0;3
TUESDAY  ;1;7;1;1;1;0;0;3
MONDAY   ;5;139;5;1;1;0;0;0
MONDAY   ;10;26;2;1;1;0;0;3
SUNDAY   ;5;66;1;1;1;0;0;3
TUESDAY  ;6;82;3;1;1;0;0;3
WEDNESDAY;10;13;2;1;1;0;0;3
WEDNESDAY;11;82;2;1;1;0;0;3
TUESDAY  ;10;33;3;1;1;0;0;3
WEDNESDAY;5;8;1;1;1;0;0;3
MONDAY   ;3;13;1;1;1;0;0;3
MONDAY   ;3;31;1;1;1;0;0;3
FRIDAY   ;3;12;1;1;2;0;0;3
SATURDAY ;5;2;1;1;2;0;0;3
FRIDAY   ;8;101;4;1;2;0;0;3
MONDAY   ;4;24;1;1;2;0;0;3
FRIDAY   ;8;138;4;1;2;1;0;3
FRIDAY   ;9;7;1;1;2;0;0;3
MONDAY   ;3;8;3;1;2;0;0;3
FRIDAY   ;9;33;3;1;2;0;0;3
THURSDAY ;11;17;3;1;2;0;0;3
FRIDAY   ;3;3;2;1;2;0;0;3
FRIDAY   ;8;22;4;1;3;0;0;3
WEDNESDAY;9;19;1;1;2;0;0;3
SATURDAY ;11;26;1;1;1;0;0;3
SATURDAY ;9;23;1;1;2;0;0;3
MONDAY   ;10;14;1;1;2;0;0;3
THURSDAY ;4;32;4;1;2;0;0;3
SUNDAY   ;5;13;1;1;2;0;0;3
SATURDAY ;5;12;1;1;2;0;0;3
SATURDAY ;10;19;1;1;2;0;0;3
FRIDAY   ;11;156;3;1;1;1;0;3
SUNDAY   ;7;35;6;1;1;0;0;3
SUNDAY   ;6;73;1;1;2;0;0;3
SUNDAY   ;7;67;1;1;1;0;0;3
WEDNESDAY;10;63;2;1;2;0;0;3
SATURDAY ;5;2;1;1;2;0;0;3
WEDNESDAY;4;48;1;1;2;0;0;3
SUNDAY   ;8;25;1;1;2;0;0;3
WEDNESDAY;1;7;2;1;1;0;0;3
SATURDAY ;5;27;2;1;2;0;0;3
THURSDAY ;5;9;4;1;2;0;0;3
SATURDAY ;4;16;3;1;2;0;0;3
SUNDAY   ;1;16;2;1;1;0;0;3
SUNDAY   ;1;0;1;1;2;0;0;3
MONDAY   ;8;6;2;1;1;0;0;3
MONDAY   ;7;2;2;1;2;0;0;3
TUESDAY  ;9;3;1;1;1;0;0;3
SUNDAY   ;3;9;1;1;1;0;0;3
WEDNESDAY;5;5;1;1;1;0;0;3
SUNDAY   ;8;45;6;1;2;0;0;3
MONDAY   ;6;6;3;1;1;0;0;3
FRIDAY   ;9;66;3;1;2;0;0;3
TUESDAY  ;2;6;1;1;2;0;0;3
SATURDAY ;7;4;6;1;1;0;0;3
WEDNESDAY;6;29;3;1;1;0;0;3
THURSDAY ;9;42;3;1;2;0;0;3
SUNDAY   ;6;28;4;1;1;0;0;3
TUESDAY  ;7;35;3;1;1;0;0;3
SATURDAY ;9;14;1;1;1;0;0;3
SATURDAY ;8;0;1;1;2;0;0;3
FRIDAY   ;3;0;2;1;2;0;0;3
FRIDAY   ;12;1;1;1;1;0;0;3
SATURDAY ;6;18;1;1;2;0;0;3
MONDAY   ;7;6;2;1;1;0;0;3
MONDAY   ;2;0;1;1;1;0;0;3
WEDNESDAY;3;34;2;1;2;0;0;3
SATURDAY ;9;10;4;1;1;0;0;3
THURSDAY ;4;13;2;1;1;0;0;3
MONDAY   ;8;42;4;1;3;0;0;3
TUESDAY  ;8;1;2;1;3;0;0;3
TUESDAY  ;10;40;2;1;1;0;0;3
THURSDAY ;6;37;6;1;1;0;0;3
MONDAY   ;8;7;1;1;2;1;0;3
WEDNESDAY;2;0;1;1;1;0;0;0
SATURDAY ;6;32;1;1;2;0;0;3
WEDNESDAY;9;23;3;1;1;0;0;3
SUNDAY   ;7;33;6;1;2;0;0;3
THURSDAY ;8;28;5;1;2;0;0;3
FRIDAY   ;8;1;2;1;1;0;0;3
THURSDAY ;2;16;4;1;2;0;0;3
WEDNESDAY;10;0;1;1;2;0;0;3
FRIDAY   ;3;35;1;1;2;0;0;3
THURSDAY ;6;68;2;1;2;0;0;3
MONDAY   ;1;12;7;1;2;0;0;3
TUESDAY  ;5;0;1;1;1;0;0;3
THURSDAY ;4;27;2;1;2;0;0;3
FRIDAY   ;4;11;1;1;1;0;0;3
SATURDAY ;6;17;6;1;2;0;0;3
THURSDAY ;11;52;2;1;1;0;0;3
TUESDAY  ;10;109;2;1;2;0;0;3
SUNDAY   ;9;17;5;1;2;0;0;3
TUESDAY  ;6;8;1;1;1;0;0;3
MONDAY   ;3;3;3;1;1;0;0;0
SUNDAY   ;8;10;2;1;1;0;0;3
SUNDAY   ;9;27;2;1;2;0;0;3
THURSDAY ;10;7;2;1;1;0;0;3
FRIDAY   ;7;29;3;1;2;0;0;3
SUNDAY   ;10;115;2;1;1;0;0;3
THURSDAY ;6;8;1;1;1;0;0;3
WEDNESDAY;10;14;2;1;1;0;0;3
MONDAY   ;1;203;4;1;2;0;0;3
FRIDAY   ;1;151;5;1;2;0;0;3
MONDAY   ;1;117;5;1;2;0;0;3
SATURDAY ;2;127;3;1;2;0;0;3
THURSDAY ;1;82;2;1;2;0;0;3
WEDNESDAY;1;48;2;1;2;0;0;3
FRIDAY   ;1;40;2;1;2;0;0;3
MONDAY   ;1;39;3;1;1;0;0;3
FRIDAY   ;1;34;1;1;2;0;0;3
MONDAY   ;1;49;1;1;2;0;0;3
SUNDAY   ;1;36;3;1;2;0;0;3
TUESDAY  ;1;42;3;1;2;0;0;3
FRIDAY   ;1;29;2;1;2;0;0;3
FRIDAY   ;1;18;2;1;2;0;0;3
SATURDAY ;1;23;7;1;2;0;0;3
THURSDAY ;1;22;2;1;3;0;0;3
SUNDAY   ;1;17;3;1;1;0;0;3
WEDNESDAY;1;17;4;1;2;0;0;3
SUNDAY   ;2;28;4;1;2;0;0;3
FRIDAY   ;1;4;7;1;2;0;0;3
THURSDAY ;1;9;5;1;2;0;0;3
SATURDAY ;1;6;1;1;2;0;0;3
SATURDAY ;1;3;4;1;1;0;0;3
MONDAY   ;2;17;6;1;2;0;0;3
MONDAY   ;1;0;1;1;1;0;0;3
THURSDAY ;1;3;1;1;1;0;0;3
WEDNESDAY;1;1;2;1;2;0;0;3
FRIDAY   ;1;2;2;1;2;0;0;3
FRIDAY   ;1;2;2;1;2;0;0;3
SUNDAY   ;2;3;5;1;2;0;0;3
MONDAY   ;2;3;3;1;2;0;0;3
FRIDAY   ;2;40;3;1;2;0;0;3
SUNDAY   ;3;47;5;1;2;0;0;3
MONDAY   ;2;27;5;1;2;0;0;3
MONDAY   ;2;20;4;1;1;0;0;3
MONDAY   ;9;289;6;1;2;0;0;0
THURSDAY ;10;98;2;1;1;0;0;3
SUNDAY   ;4;5;4;1;1;0;0;3
THURSDAY ;11;24;3;1;3;0;0;3
FRIDAY   ;5;11;3;1;1;0;0;3
FRIDAY   ;6;44;4;1;2;0;0;3
THURSDAY ;10;51;4;1;2;0;0;3
WEDNESDAY;5;16;3;1;1;0;0;3
SUNDAY   ;10;58;6;1;1;0;0;3
FRIDAY   ;4;44;7;1;1;0;0;3
SUNDAY   ;6;6;3;1;2;1;0;3
MONDAY   ;11;14;2;1;1;0;0;3
SUNDAY   ;7;10;2;1;2;0;0;3
THURSDAY ;11;28;6;1;1;0;0;3
THURSDAY ;6;13;2;1;1;0;0;3
WEDNESDAY;5;16;3;1;1;0;0;3
TUESDAY  ;7;9;4;1;3;0;0;3
SATURDAY ;12;41;7;1;1;0;0;3
TUESDAY  ;11;29;6;1;1;0;0;3
FRIDAY   ;5;11;3;1;1;0;0;3
FRIDAY   ;5;11;3;1;1;0;0;3
WEDNESDAY;11;22;3;1;1;0;0;3
FRIDAY   ;6;44;4;1;2;0;0;3
MONDAY   ;7;80;5;1;2;0;0;3
WEDNESDAY;10;42;5;1;2;0;0;3
FRIDAY   ;5;17;4;1;3;0;0;3
SUNDAY   ;6;14;4;1;3;0;0;3
MONDAY   ;6;18;3;1;2;0;0;3
WEDNESDAY;9;31;3;1;1;0;0;3
SATURDAY ;11;20;5;1;2;0;0;3
SATURDAY ;5;8;2;1;3;0;0;3
FRIDAY   ;12;67;7;1;2;0;0;3
WEDNESDAY;5;26;4;1;2;0;0;3
WEDNESDAY;7;21;3;1;1;0;0;3
MONDAY   ;8;43;1;1;2;0;0;3
THURSDAY ;6;7;1;1;1;0;0;3
FRIDAY   ;3;9;1;1;1;0;0;0
FRIDAY   ;9;9;2;1;1;0;0;3
MONDAY   ;4;7;3;1;2;0;0;3
SATURDAY ;3;11;1;1;2;0;0;3
THURSDAY ;8;18;1;1;1;1;0;3
SUNDAY   ;10;244;4;1;2;0;0;3
MONDAY   ;10;46;2;1;1;0;0;3
MONDAY   ;6;6;2;1;1;0;0;3
THURSDAY ;3;8;2;1;1;0;0;3
WEDNESDAY;4;70;3;1;3;0;0;3
